customer_id,loan_id,loan_amount,loan_type,interest_rate,loan_term,approval_rejection_date,loan_status
246,246,35156.39,auto,1.47,48,2022-08-16,Closed
247,247,40269.19,mortgage,9.97,24,2022-11-29,Closed
248,248,43740.07,auto,1.18,12,2020-05-28,Closed
249,249,28433.74,mortgage,2.5,36,2022-10-08,Approved
250,250,14554.89,mortgage,1.73,12,2021-12-06,Approved
251,251,25973.43,personal,7.7,12,2020-09-05,Rejected
252,252,19996.74,personal,1.78,48,2020-05-21,Closed
253,253,12070.35,personal,3.63,60,2022-08-29,Closed
254,254,26924.3,mortgage,6.74,24,2021-09-04,Rejected
255,255,2110.09,auto,5.48,12,2022-03-09,Closed
256,256,30672.68,auto,2.23,48,2020-01-29,Closed
257,257,41258.59,personal,5.69,60,2021-04-03,Approved
258,258,49972.35,personal,4.07,60,2022-08-09,Rejected
259,259,46162.27,personal,6.27,60,2020-04-21,Approved
260,260,5400.98,mortgage,5.85,12,2021-06-13,Closed
261,261,8959.04,mortgage,9.91,12,2022-10-14,Closed
262,262,7793.59,personal,8.77,48,2021-01-16,Rejected
263,263,28359.23,mortgage,1.03,24,2021-07-26,Rejected
264,264,3250.86,personal,2.58,48,2022-08-23,Closed
265,265,46912.64,auto,9.22,60,2022-04-23,Rejected
266,266,4030.0,mortgage,5.86,36,2021-08-08,Rejected
267,267,20171.28,mortgage,7.84,24,2020-03-06,Rejected
268,268,44804.52,mortgage,5.53,48,2020-10-27,Closed
269,269,47470.54,mortgage,8.07,24,2022-07-25,Closed
270,270,23799.25,auto,2.19,36,2020-06-06,Approved
271,271,24933.15,auto,7.64,60,2022-09-13,Approved
272,272,32172.68,mortgage,8.83,48,2021-04-05,Approved
273,273,20974.3,auto,3.39,24,2021-02-19,Approved
274,274,16908.4,personal,4.32,24,2021-04-12,Closed
275,275,37231.92,auto,6.32,12,2022-06-28,Rejected
276,276,30172.56,personal,8.81,60,2021-08-11,Closed
277,277,24601.88,mortgage,9.17,48,2021-01-16,Closed
278,278,5938.58,personal,5.81,60,2022-12-07,Closed
279,279,4374.22,personal,6.92,12,2020-07-06,Approved
280,280,26029.95,auto,8.86,36,2020-10-29,Approved
281,281,31352.15,mortgage,3.08,60,2020-05-17,Rejected
282,282,33218.07,auto,8.43,12,2021-07-11,Closed
283,283,44849.62,auto,3.36,36,2020-11-25,Approved
284,284,40995.02,mortgage,6.23,60,2020-12-03,Closed
285,285,7897.35,mortgage,9.41,36,2021-11-20,Rejected
286,286,39927.12,auto,5.6,48,2022-05-31,Rejected
287,287,34138.85,auto,1.84,24,2021-01-29,Closed
288,288,41573.42,personal,9.06,36,2022-10-31,Rejected
289,289,42324.38,personal,6.26,24,2020-06-06,Approved
290,290,17931.1,auto,1.64,48,2021-11-22,Rejected
291,291,13900.17,auto,1.09,36,2022-11-04,Closed
292,292,28079.07,auto,3.35,24,2021-06-23,Rejected
293,293,15631.78,auto,2.08,36,2020-07-09,Closed
294,294,18134.58,auto,6.66,12,2022-12-17,Closed
295,295,4388.84,mortgage,6.37,36,2021-11-15,Approved
296,296,49576.82,auto,8.57,36,2020-09-07,Closed
297,297,16155.55,auto,5.62,60,2022-09-08,Approved
298,298,39223.59,personal,3.28,60,2020-02-15,Rejected
299,299,49664.76,mortgage,1.45,48,2020-11-04,Rejected
300,300,48487.17,personal,1.09,48,2021-06-25,Rejected
301,301,32060.27,auto,9.33,48,2021-01-22,Approved
302,302,27394.41,auto,2.3,24,2022-10-16,Approved
303,303,16154.55,auto,5.49,48,2022-07-17,Rejected
304,304,43213.83,auto,8.15,48,2021-04-06,Approved
305,305,17561.76,auto,9.36,60,2021-09-24,Rejected
306,306,6229.47,mortgage,2.82,36,2022-04-05,Approved
307,307,15410.82,mortgage,3.09,48,2020-12-13,Closed
308,308,16439.77,mortgage,2.62,48,2020-07-21,Rejected
309,309,36205.78,mortgage,2.43,36,2020-05-26,Rejected
310,310,9307.56,mortgage,5.09,60,2021-08-27,Approved
311,311,16526.3,personal,6.72,60,2021-01-10,Approved
312,312,4752.73,personal,7.36,36,2021-09-17,Closed
313,313,42571.66,mortgage,3.94,60,2020-02-13,Approved
314,314,36514.0,auto,6.61,60,2020-08-17,Rejected
315,315,22436.86,auto,1.02,12,2021-08-07,Closed
316,316,22070.75,auto,8.99,24,2022-04-14,Rejected
317,317,9152.22,mortgage,8.83,36,2020-05-15,Approved
318,318,19839.18,mortgage,5.9,24,2022-03-31,Rejected
319,319,45434.43,auto,3.19,36,2020-01-08,Closed
320,320,7794.24,personal,9.75,12,2022-01-23,Rejected
321,321,38486.39,personal,8.3,36,2020-08-11,Approved
322,322,3311.62,personal,1.15,36,2021-01-14,Rejected
323,323,16272.3,personal,5.23,36,2022-08-18,Rejected
324,324,42499.94,auto,1.92,12,2021-05-24,Closed
325,325,22804.2,personal,2.19,60,2021-07-11,Approved
326,326,35432.01,mortgage,1.01,48,2022-02-13,Closed
327,327,6073.55,mortgage,7.19,24,2022-04-25,Closed
328,328,34487.86,mortgage,3.27,24,2022-12-07,Closed
329,329,41132.01,personal,3.74,24,2021-03-22,Approved
330,330,40457.05,mortgage,1.42,48,2021-12-01,Rejected
331,331,22504.62,mortgage,1.07,60,2021-08-31,Approved
332,332,45302.92,mortgage,8.13,12,2021-12-16,Rejected
333,333,29173.77,mortgage,6.95,36,2020-07-25,Closed
334,334,41075.72,auto,4.44,36,2020-09-21,Approved
335,335,11459.51,personal,1.63,60,2020-03-10,Approved
336,336,11301.79,personal,7.98,12,2020-07-13,Approved
337,337,37963.75,personal,9.34,36,2021-05-14,Approved
338,338,32685.12,auto,5.75,12,2020-08-23,Rejected
339,339,34139.18,personal,2.25,60,2022-06-28,Rejected
340,340,12591.94,auto,6.87,60,2022-01-22,Approved
341,341,20581.51,mortgage,1.64,60,2021-06-09,Approved
342,342,13660.6,auto,2.49,36,2022-09-09,Rejected
343,343,4338.17,personal,5.24,12,2022-05-17,Closed
344,344,10993.12,auto,3.24,24,2022-01-23,Approved
345,345,49763.05,auto,9.37,24,2020-03-30,Rejected
346,346,12468.06,mortgage,8.28,36,2020-05-17,Approved
347,347,8805.37,auto,3.49,48,2021-07-04,Closed
348,348,35146.96,auto,9.67,48,2021-06-13,Closed
349,349,30505.08,auto,4.4,60,2022-12-29,Closed
350,350,37554.64,auto,6.12,12,2020-11-20,Rejected
351,351,33029.98,personal,6.08,24,2021-04-01,Closed
352,352,11926.68,mortgage,6.85,60,2020-07-03,Approved
353,353,25544.4,auto,3.19,36,2020-02-16,Closed
354,354,9655.5,mortgage,9.3,48,2022-08-14,Approved
355,355,13423.36,mortgage,3.39,36,2021-01-26,Approved
356,356,49358.96,personal,6.98,12,2021-04-02,Approved
357,357,36705.32,auto,7.89,12,2022-05-24,Approved
358,358,39359.67,auto,8.93,12,2021-05-02,Approved
359,359,2472.9,personal,5.11,48,2022-09-13,Closed
360,360,19724.56,personal,7.41,48,2020-12-08,Rejected
361,361,28207.19,personal,1.77,60,2020-04-26,Closed
362,362,8334.03,mortgage,8.0,36,2021-05-11,Closed
363,363,42578.77,auto,7.8,24,2020-10-29,Rejected
364,364,7840.41,auto,4.7,24,2021-09-20,Closed
365,365,32188.77,auto,3.82,24,2022-08-01,Rejected
366,366,28106.17,personal,4.42,48,2020-02-22,Approved
367,367,42616.35,mortgage,1.82,60,2020-07-27,Closed
368,368,16278.73,mortgage,6.74,12,2022-05-06,Approved
369,369,14920.1,personal,9.22,12,2021-10-07,Approved
370,370,42474.24,auto,6.99,60,2021-07-25,Rejected
371,371,11848.89,auto,6.22,48,2022-09-15,Closed
372,372,37556.03,mortgage,9.92,24,2021-09-03,Approved
373,373,10366.15,mortgage,5.88,36,2022-03-13,Approved
374,374,43909.08,auto,4.11,48,2021-01-30,Approved
375,375,42114.11,personal,7.34,24,2022-07-29,Rejected
376,376,39585.69,personal,5.69,12,2020-09-06,Rejected
377,377,25082.09,mortgage,9.75,60,2020-09-02,Approved
378,378,2658.12,personal,9.08,60,2021-01-26,Closed
379,379,7490.79,personal,9.52,24,2021-01-26,Rejected
380,380,23373.65,auto,1.01,48,2022-02-20,Approved
381,381,3138.73,auto,4.01,24,2022-07-25,Approved
382,382,4110.15,personal,6.64,48,2021-03-29,Rejected
383,383,7149.69,mortgage,3.77,12,2022-05-22,Approved
384,384,13781.49,auto,6.91,60,2021-02-09,Closed
385,385,37716.82,auto,7.43,48,2020-08-18,Rejected
386,386,3351.14,auto,6.61,12,2020-08-19,Rejected
387,387,49198.33,mortgage,5.12,36,2021-01-09,Closed
388,388,14417.65,auto,7.27,24,2021-04-10,Approved
389,389,16689.69,auto,8.02,48,2020-10-17,Rejected
390,390,13146.36,personal,7.26,24,2021-01-05,Closed
391,391,30517.15,mortgage,8.31,24,2021-01-07,Closed
392,392,1951.9,personal,9.53,60,2022-01-09,Approved
393,393,5584.91,personal,1.92,24,2021-04-09,Rejected
394,394,5840.09,personal,9.16,36,2020-12-28,Approved
395,395,33562.09,personal,3.46,60,2020-12-19,Closed
396,396,17146.57,personal,6.07,24,2021-05-02,Closed
397,397,22437.22,personal,9.48,36,2022-08-01,Rejected
398,398,47548.69,auto,6.58,48,2020-08-15,Approved
399,399,10802.1,mortgage,1.76,12,2020-09-01,Approved
400,400,4439.64,personal,5.49,36,2022-03-23,Approved
401,401,22629.74,mortgage,9.05,48,2021-08-30,Closed
402,402,9039.59,mortgage,4.71,48,2021-01-08,Closed
403,403,8088.2,auto,8.63,48,2020-12-03,Approved
404,404,21096.47,mortgage,8.15,12,2020-10-15,Rejected
405,405,33812.91,mortgage,9.16,24,2021-06-10,Closed
406,406,12899.74,mortgage,3.37,24,2020-08-23,Closed
407,407,43922.23,mortgage,5.47,24,2021-06-30,Rejected
408,408,18759.95,auto,4.02,36,2020-02-27,Closed
409,409,46768.36,auto,5.81,12,2022-03-02,Closed
410,410,25127.37,personal,1.17,60,2020-06-07,Approved
411,411,36610.16,mortgage,3.18,12,2022-02-01,Approved
412,412,42601.83,mortgage,9.77,60,2020-02-01,Rejected
413,413,26956.27,auto,6.43,48,2021-11-03,Approved
414,414,42665.85,auto,2.56,24,2021-09-07,Closed
415,415,19521.11,auto,5.57,60,2021-09-26,Approved
416,416,18806.8,mortgage,7.28,24,2020-08-15,Approved
417,417,39909.11,auto,6.43,12,2022-02-03,Closed
418,418,12822.22,mortgage,5.52,24,2020-02-16,Closed
419,419,36134.89,auto,7.07,24,2020-01-08,Closed
420,420,4777.26,mortgage,2.5,36,2020-12-04,Approved
421,421,32145.63,personal,4.94,60,2020-08-14,Approved
422,422,47153.58,auto,7.75,36,2022-02-14,Approved
423,423,23366.83,personal,6.22,12,2022-11-15,Rejected
424,424,21382.29,auto,9.16,48,2021-03-18,Approved
425,425,27486.5,auto,4.99,48,2020-12-23,Rejected
426,426,36258.74,mortgage,2.19,24,2020-09-18,Closed
427,427,18582.98,personal,1.44,48,2020-04-07,Closed
428,428,1006.37,mortgage,5.3,36,2021-05-19,Rejected
429,429,25602.15,mortgage,4.94,24,2020-11-12,Closed
430,430,21544.63,mortgage,3.31,24,2020-08-30,Closed
431,431,27102.45,mortgage,6.31,60,2020-01-16,Rejected
432,432,36050.3,auto,3.25,24,2021-06-09,Approved
433,433,14886.16,mortgage,2.95,48,2021-01-25,Approved
434,434,25757.72,auto,6.6,60,2020-10-13,Approved
435,435,13416.05,auto,9.5,36,2021-03-18,Rejected
436,436,23507.99,mortgage,2.82,48,2021-04-08,Rejected
437,437,17882.42,auto,2.65,48,2021-08-13,Rejected
438,438,19083.02,personal,5.67,48,2021-02-15,Rejected
439,439,29388.69,personal,2.07,36,2021-05-24,Rejected
440,440,34790.94,personal,3.65,60,2022-01-18,Approved
441,441,1620.27,personal,9.92,60,2020-05-13,Rejected
442,442,43955.42,auto,8.57,48,2022-09-27,Closed
443,443,18852.44,auto,7.36,24,2022-11-06,Approved
444,444,32536.91,personal,1.23,24,2022-04-21,Closed
445,445,6997.23,personal,3.39,48,2021-01-03,Approved
446,446,29001.35,personal,6.13,24,2021-12-18,Closed
447,447,34244.52,personal,7.39,36,2021-07-21,Closed
448,448,8714.46,auto,7.02,60,2020-08-31,Rejected
449,449,45695.59,personal,2.67,36,2021-03-22,Rejected
450,450,38115.85,personal,5.2,48,2021-11-11,Approved
451,451,27162.06,mortgage,2.79,24,2020-06-21,Approved
452,452,9137.24,mortgage,9.31,48,2022-08-06,Rejected
453,453,43412.02,auto,6.02,36,2021-10-08,Approved
454,454,4362.67,personal,4.51,60,2022-07-06,Approved
455,455,6643.41,personal,9.26,12,2020-04-18,Approved
456,456,35210.54,mortgage,9.14,48,2022-05-31,Rejected
457,457,13439.18,personal,5.54,48,2022-11-21,Rejected
458,458,23506.58,personal,7.18,48,2021-02-06,Approved
459,459,27406.6,personal,3.87,48,2022-03-06,Closed
460,460,23453.47,mortgage,3.77,60,2022-05-03,Approved
461,461,5110.79,mortgage,5.95,60,2022-04-01,Rejected
462,462,37136.25,personal,8.62,36,2022-04-14,Approved
463,463,12759.52,personal,6.37,12,2022-09-08,Approved
