customer_id,account_type,account_balance,date_of_account_opening,last_transaction_date,branch_id
163,savings,4504.75,2020-12-27,2023-12-21,47
164,savings,8459.53,2004-11-07,2023-05-02,37
165,current,3121.63,2000-01-08,2023-03-27,72
166,current,7775.69,2017-02-05,2023-06-10,84
167,savings,871.55,2015-10-25,2023-01-17,43
168,current,6387.57,2011-03-24,2023-09-01,82
169,savings,3669.96,2007-11-27,2023-09-25,25
170,savings,2839.58,2020-08-29,2023-10-13,87
171,savings,8169.58,2018-06-24,2023-08-06,18
172,savings,614.03,2021-08-14,2023-01-06,51
173,current,9500.36,2010-04-13,2023-09-24,46
174,savings,7876.9,2002-08-30,2023-08-23,75
175,savings,3620.53,2016-04-21,2023-05-04,59
176,savings,9914.2,2018-08-07,2023-03-01,39
177,current,2104.64,2014-06-11,2023-01-10,78
178,current,4083.9,2020-06-11,2023-01-16,86
179,savings,8860.31,2012-08-11,2023-03-25,38
180,savings,9968.39,2006-05-15,2023-06-21,55
181,savings,2467.22,2019-03-06,2023-05-27,79
182,current,7456.82,2009-05-31,2023-04-10,5
183,current,3126.72,2015-06-23,2023-09-28,5
184,savings,7688.08,2019-04-12,2023-08-03,50
185,savings,1340.31,2013-09-11,2023-03-26,42
186,savings,3428.08,2015-09-28,2023-02-08,19
187,current,842.5,2005-02-16,2023-01-05,34
188,current,4969.78,2001-01-31,2023-03-27,53
189,savings,7044.86,2006-06-06,2023-10-14,80
190,current,3848.3,2016-04-25,2023-07-26,21
191,current,6185.7,2009-06-27,2023-02-07,45
192,current,5733.96,2012-11-11,2023-09-13,96
193,current,3016.51,2018-06-11,2023-06-29,60
194,savings,4919.1,2011-10-21,2023-01-19,53
195,savings,783.29,2021-10-13,2023-06-12,19
196,current,4653.14,2000-01-01,2023-07-21,88
197,current,4636.08,2020-01-07,2023-09-28,35
198,savings,384.31,2014-09-13,2023-03-29,82
199,current,5187.35,2003-04-09,2023-06-24,14
200,current,7403.17,2003-01-04,2023-08-31,86
201,savings,4577.3,2009-09-21,2023-05-28,94
202,current,6495.65,2002-01-31,2023-09-22,12
203,savings,5370.97,2020-11-08,2023-01-05,49
204,current,7873.27,2022-09-09,2023-05-19,76
205,current,5193.11,2014-12-19,2023-04-13,94
206,current,3382.93,2016-10-09,2023-12-13,3
207,current,8292.93,2003-01-26,2023-09-15,96
208,current,769.45,2007-02-17,2023-06-29,27
209,current,2965.62,2018-08-23,2023-09-03,92
210,savings,5955.7,2008-10-10,2023-05-28,82
211,current,8574.66,2012-09-24,2023-01-21,25
212,savings,814.2,2021-08-21,2023-11-03,15
213,savings,1050.92,2014-01-23,2023-06-07,27
214,savings,2895.61,2014-05-27,2023-06-25,15
215,savings,3511.26,2005-09-26,2023-09-14,30
216,current,8451.03,2007-10-13,2023-09-22,75
217,savings,9593.14,2018-05-19,2023-04-23,59
218,savings,270.56,2006-04-19,2023-06-17,45
219,current,252.03,2004-09-22,2023-01-21,53
220,savings,8661.62,2001-05-27,2023-03-21,78
221,current,1442.61,2018-11-12,2023-08-16,45
222,savings,3459.43,2002-03-06,2023-02-06,92
223,current,2824.61,2013-07-30,2023-04-01,72
224,savings,2890.5,2008-12-25,2023-11-23,61
225,current,3353.06,2021-08-27,2023-06-01,11
226,current,3426.86,2016-02-10,2023-06-27,78
227,savings,6239.54,2008-03-17,2023-07-01,51
228,savings,6324.96,2002-01-21,2023-04-20,86
229,current,5276.63,2003-08-29,2023-12-26,89
230,savings,8599.56,2012-02-04,2023-04-19,74
231,savings,8472.15,2005-05-14,2023-06-05,39
232,savings,2250.45,2012-09-24,2023-09-17,24
233,savings,5482.03,2008-07-02,2023-03-08,6
234,savings,7859.99,2000-01-02,2023-09-17,33
235,savings,8682.06,2002-01-19,2023-09-28,22
236,current,2626.34,2021-03-09,2023-02-06,60
237,savings,4991.59,2007-10-19,2023-09-27,20
238,savings,5297.77,2020-11-10,2023-05-03,11
239,current,7026.42,2009-11-10,2023-08-12,35
240,savings,3369.57,2001-09-09,2023-07-14,35
241,savings,3005.17,2014-08-16,2023-03-23,65
242,current,7085.42,2009-12-01,2023-02-19,90
243,current,4053.42,2012-02-03,2023-03-19,78
244,savings,139.84,2008-01-05,2023-01-25,49
245,savings,9384.68,2014-05-06,2023-10-22,66
246,savings,1581.49,2015-07-03,2023-01-26,46
247,savings,1571.48,2016-01-19,2023-03-01,5
248,savings,8201.82,2001-10-13,2023-11-04,39
249,current,3421.48,2001-04-16,2023-03-11,79
250,savings,3348.94,2021-12-23,2023-06-03,85
251,savings,6261.71,2013-04-13,2023-02-17,93
252,current,684.48,2003-08-11,2023-02-23,51
253,current,2445.92,2013-08-14,2023-04-24,21
254,savings,627.38,2012-12-26,2023-10-04,38
255,savings,2985.95,2007-04-04,2023-04-20,36
256,current,8712.31,2009-11-18,2023-03-13,14
257,savings,9102.39,2021-11-18,2023-01-18,33
258,current,3163.42,2000-07-25,2023-01-15,23
259,current,1957.11,2013-05-16,2023-02-11,72
260,current,1439.23,2008-11-10,2023-01-20,84
261,current,4004.75,2000-05-03,2023-01-16,38
262,savings,8281.42,2016-06-25,2023-05-15,47
263,current,8541.37,2011-12-17,2023-08-09,64
264,savings,554.69,2000-12-19,2023-04-05,47
265,current,2171.37,2005-11-14,2023-04-03,1
266,savings,2111.39,2002-12-20,2023-03-22,42
267,savings,8301.46,2003-01-22,2023-03-19,68
268,current,4617.29,2002-08-19,2023-12-17,78
269,savings,3747.11,2002-01-27,2023-05-26,86
270,savings,9570.4,2021-05-30,2023-11-16,76
271,savings,9261.04,2004-11-23,2023-01-26,25
272,current,4457.06,2003-08-12,2023-07-16,57
273,savings,1370.49,2001-11-12,2023-05-24,52
274,savings,1792.93,2016-09-03,2023-03-18,7
275,current,1209.63,2002-01-19,2023-11-10,7
276,savings,6836.99,2022-02-22,2023-12-18,56
277,savings,5591.4,2006-06-04,2023-07-20,39
278,current,5610.78,2001-12-08,2023-10-30,70
279,current,1073.94,2010-11-11,2023-11-23,83
280,current,7953.42,2007-06-08,2023-05-03,58
281,savings,5402.17,2019-04-06,2023-06-27,23
282,current,1000.6,2021-05-22,2023-10-29,10
283,current,7496.59,2021-12-28,2023-01-08,72
284,savings,9814.85,2001-04-24,2023-01-02,36
285,savings,4467.69,2018-03-31,2023-05-26,71
286,current,1244.98,2019-09-28,2023-02-05,3
287,savings,1103.85,2003-01-24,2023-03-29,72
288,current,356.21,2012-08-24,2023-04-29,77
289,savings,7726.94,2004-02-03,2023-02-11,95
290,current,6970.61,2007-05-23,2023-12-24,13
291,current,5883.97,2010-07-17,2023-05-19,90
292,savings,7679.73,2010-10-12,2023-02-28,48
293,savings,9993.05,2017-08-05,2023-06-29,66
294,current,4078.29,2012-09-02,2023-07-21,3
295,current,7087.52,2022-04-12,2023-08-09,63
296,current,3833.9,2018-11-27,2023-02-18,15
297,savings,3585.37,2008-08-14,2023-12-26,2
298,current,8524.11,2021-08-30,2023-08-28,61
299,current,5790.16,2015-11-05,2023-05-08,59
300,current,1294.07,2005-04-23,2023-11-26,17
301,savings,4094.81,2014-01-10,2023-10-13,11
302,current,7985.89,2011-06-11,2023-01-28,5
303,savings,9405.98,2002-03-02,2023-04-03,70
304,savings,6182.84,2013-01-04,2023-06-28,67
305,current,4002.72,2011-05-15,2023-08-05,23
306,savings,2594.63,2004-06-23,2023-01-27,96
307,savings,4278.03,2012-04-23,2023-05-07,63
308,current,5699.98,2002-08-09,2023-04-08,4
309,current,143.73,2016-08-23,2023-11-04,29
310,savings,2759.91,2001-06-05,2023-10-27,17
311,savings,6748.01,2016-08-09,2023-02-17,95
312,savings,6764.97,2005-05-28,2023-12-20,35
313,savings,6564.77,2017-07-23,2023-09-29,48
314,current,9504.43,2005-02-25,2023-07-07,85
315,savings,5728.6,2014-12-14,2023-10-30,87
316,current,2770.31,2017-03-15,2023-04-20,48
317,current,8134.97,2013-12-15,2023-11-27,95
318,savings,3954.84,2017-07-17,2023-01-15,53
319,savings,2468.98,2012-06-10,2023-04-12,65
320,savings,5611.82,2020-03-30,2023-04-04,75
321,savings,2961.44,2008-07-28,2023-07-03,1
322,savings,4021.98,2014-03-02,2023-08-07,7
323,current,6962.26,2011-03-19,2023-05-09,77
324,savings,9959.89,2011-10-31,2023-06-02,84
325,current,6482.84,2017-02-19,2023-11-16,70
326,savings,2837.15,2014-12-12,2023-04-02,30
327,savings,995.61,2014-04-23,2023-02-12,70
328,current,3683.48,2015-06-09,2023-09-27,98
329,savings,291.18,2018-04-12,2023-09-05,99
330,savings,4701.07,2021-09-18,2023-03-09,84
331,current,6633.84,2017-09-22,2023-09-27,38
332,savings,5166.78,2012-09-25,2023-07-27,30
333,savings,8666.29,2014-08-04,2023-08-14,97
334,current,4991.1,2021-10-29,2023-07-24,54
335,savings,4677.56,2006-10-11,2023-05-25,88
336,savings,3165.8,2008-08-02,2023-04-02,95
337,savings,8392.38,2018-03-28,2023-05-18,16
338,savings,9045.63,2006-05-30,2023-01-17,16
339,savings,9781.4,2000-08-08,2023-01-02,27
340,current,9813.97,2017-12-27,2023-09-07,22
341,savings,9806.19,2006-06-18,2023-11-17,15
342,savings,7148.39,2015-12-22,2023-04-29,46
343,savings,5670.26,2015-04-15,2023-07-16,1
344,current,1806.21,2009-12-27,2023-12-21,28
345,savings,7693.93,2000-09-08,2023-08-02,33
346,savings,7375.31,2018-09-21,2023-04-17,15
347,current,8439.78,2014-04-28,2023-07-27,95
348,current,4678.27,2004-11-22,2023-04-27,57
349,savings,8934.97,2000-10-06,2023-01-09,70
350,savings,7214.88,2012-01-07,2023-05-22,68
351,current,1794.14,2015-06-05,2023-11-26,58
352,current,2148.34,2017-04-12,2023-01-22,20
353,current,8161.23,2005-10-02,2023-09-29,4
354,savings,4314.36,2009-12-28,2023-06-18,10
355,savings,2565.23,2018-10-22,2023-07-14,7
356,savings,4283.51,2015-09-20,2023-04-04,91
357,savings,1697.64,2000-01-24,2023-07-12,57
358,savings,8928.19,2019-11-18,2023-12-08,6
359,current,808.24,2010-10-17,2023-10-15,55
360,current,3597.09,2002-11-29,2023-06-29,31
361,current,5613.59,2006-10-19,2023-09-24,64
362,current,8749.09,2021-02-15,2023-01-20,36
363,savings,7837.33,2013-12-27,2023-12-06,91
364,savings,321.99,2003-05-19,2023-08-13,13
365,current,8269.96,2020-11-17,2023-06-18,75
366,savings,6417.39,2006-04-10,2023-11-19,73
367,current,1420.15,2011-08-09,2023-02-13,72
368,savings,6213.03,2004-11-19,2023-07-07,61
369,savings,8197.15,2010-12-06,2023-04-05,10
370,current,6060.91,2012-05-25,2023-12-28,66
371,savings,9991.55,2009-12-29,2023-05-15,24
372,savings,5119.33,2020-04-07,2023-04-04,99
373,savings,6764.0,2007-08-11,2023-02-23,34
374,current,796.7,2009-11-24,2023-03-23,50
375,savings,8150.66,2017-05-17,2023-09-26,75
376,savings,6278.62,2005-06-19,2023-10-16,1
377,savings,5656.3,2021-12-31,2023-05-15,5
378,current,7117.21,2016-09-22,2023-06-07,27
379,savings,5649.05,2000-04-19,2023-09-24,7
380,current,7687.87,2001-02-15,2023-11-22,1
381,current,5876.8,2000-03-11,2023-10-04,32
382,savings,5248.53,2010-03-16,2023-10-15,17
383,savings,1436.69,2001-12-18,2023-05-13,18
384,savings,4771.12,2014-12-29,2023-12-28,68
385,savings,5428.52,2018-08-27,2023-12-15,49
386,savings,6283.28,2001-12-19,2023-02-04,13
387,savings,4613.33,2021-03-07,2023-09-08,69
388,current,1551.77,2021-03-06,2023-02-16,22
389,savings,1588.59,2022-10-10,2023-09-25,26
390,savings,7237.78,2019-10-30,2023-10-20,68
391,current,6648.33,2006-05-14,2023-02-13,87
392,savings,2669.04,2006-09-01,2023-10-05,5
393,savings,4513.99,2007-09-19,2023-05-19,9
394,current,3138.88,2001-06-19,2023-12-09,77
395,current,1892.13,2017-08-30,2023-11-07,62
396,savings,3329.02,2021-03-17,2023-08-25,73
397,current,2700.62,2014-02-28,2023-09-23,68
398,current,916.03,2009-07-22,2023-06-19,90
399,current,5094.42,2010-08-06,2023-08-04,78
400,current,4563.75,2004-11-14,2023-04-27,2
401,savings,7174.62,2008-08-13,2023-08-26,95
402,current,6241.03,2002-06-24,2023-09-13,50
403,savings,3499.44,2005-11-01,2023-09-01,51
404,savings,5013.41,2019-01-08,2023-12-02,90
405,current,5407.22,2009-08-17,2023-11-28,2
406,savings,9183.73,2012-02-19,2023-03-29,41
407,current,9818.77,2016-05-27,2023-08-22,64
408,current,8173.87,2000-04-10,2023-04-07,44
409,current,5664.84,2016-08-04,2023-01-18,52
410,current,9288.26,2005-11-17,2023-04-21,37
411,savings,1863.32,2006-01-29,2023-07-28,66
412,savings,6995.31,2000-01-28,2023-12-07,92
413,current,4658.63,2013-04-14,2023-03-06,56
414,current,1533.01,2009-02-18,2023-05-03,23
415,savings,844.58,2006-06-20,2023-08-26,71
416,savings,4859.34,2011-04-26,2023-12-30,39
417,current,2465.8,2010-01-24,2023-05-03,86
418,current,2580.01,2006-07-03,2023-10-14,60
419,current,3270.15,2000-02-17,2023-08-06,56
420,savings,7211.81,2019-04-29,2023-08-10,36
421,current,1724.49,2022-06-11,2023-12-11,1
422,current,7203.8,2015-02-24,2023-04-23,98
423,savings,7848.83,2020-10-24,2023-01-18,4
424,savings,5985.35,2003-09-24,2023-08-07,41
425,current,2550.82,2009-02-22,2023-06-10,99
426,savings,610.17,2002-03-27,2023-03-11,53
427,savings,4138.66,2000-01-08,2023-01-07,31
428,savings,8489.71,2013-05-04,2023-01-01,33
429,savings,1108.52,2006-12-07,2023-12-24,5
430,savings,7473.82,2007-07-22,2023-04-09,43
431,savings,4732.11,2000-11-24,2023-03-28,11
432,savings,8998.45,2013-05-07,2023-03-21,32
433,savings,3626.36,2006-07-13,2023-11-11,1
434,savings,7077.01,2010-11-24,2023-02-03,43
435,savings,7427.18,2006-10-02,2023-08-14,6
436,savings,2067.54,2014-08-04,2023-08-11,92
437,current,1665.65,2003-04-09,2023-06-29,81
438,savings,1018.04,2000-04-10,2023-01-08,11
439,savings,7045.67,2006-09-27,2023-08-31,41
440,savings,5526.69,2018-05-21,2023-03-29,27
441,current,958.52,2000-11-18,2023-11-05,61
442,current,3152.51,2021-06-11,2023-05-23,76
443,savings,1509.23,2009-12-28,2023-01-28,13
444,current,1017.54,2013-04-08,2023-05-22,95
445,savings,3057.83,2015-10-04,2023-03-31,35
446,savings,1053.33,2001-08-29,2023-07-05,25
447,current,2675.84,2011-11-14,2023-11-09,94
448,current,5571.92,2002-04-18,2023-06-29,36
449,current,5652.95,2003-01-26,2023-02-06,21
450,current,1763.22,2010-11-09,2023-01-02,55
451,current,1991.03,2009-02-23,2023-02-03,36
452,current,8564.22,2003-08-29,2023-11-10,28
453,current,1752.66,2003-06-13,2023-08-14,27
454,current,552.84,2019-09-10,2023-03-14,12
455,savings,2523.73,2001-10-06,2023-12-30,74
456,savings,5806.62,2001-08-19,2023-04-26,26
457,current,171.52,2017-06-29,2023-04-24,93
458,current,9851.37,2007-09-11,2023-01-30,45
459,savings,2380.86,2012-06-02,2023-03-24,6
460,current,2457.36,2018-07-14,2023-07-27,89
461,current,7412.31,2001-04-12,2023-04-17,8
462,current,2556.97,2007-08-18,2023-11-11,75
463,savings,4021.9,2007-09-09,2023-07-05,17
464,savings,5484.8,2015-11-07,2023-06-01,38
465,savings,316.54,2000-07-30,2023-05-30,77
466,savings,8389.2,2002-02-08,2023-06-09,41
467,current,5169.3,2020-08-14,2023-03-16,15
468,current,3197.9,2008-12-02,2023-12-15,83
469,savings,4057.89,2000-09-16,2023-06-19,83
470,savings,652.66,2004-10-20,2023-07-06,74
471,savings,7208.01,2000-02-15,2023-12-10,28
472,current,5441.09,2002-05-26,2023-12-05,25
473,savings,9148.52,2022-04-29,2023-11-07,79
474,savings,4695.45,2007-12-27,2023-06-18,35
475,savings,8301.18,2005-05-09,2023-11-09,80
476,current,1964.45,2006-03-24,2023-02-22,37
477,savings,659.44,2021-03-06,2023-09-14,27
478,savings,9489.56,2004-10-05,2023-03-01,5
479,current,2643.89,2015-07-07,2023-08-10,59
480,current,8352.48,2008-09-25,2023-03-17,88
481,savings,2647.6,2000-11-29,2023-02-15,66
482,current,1642.83,2004-03-10,2023-09-17,99
483,savings,7352.06,2001-07-09,2023-01-15,57
484,savings,7806.22,2013-03-16,2023-12-03,61
485,current,8451.77,2011-01-16,2023-04-26,97
486,savings,8662.2,2003-03-09,2023-01-12,96
487,current,4883.0,2016-07-03,2023-01-01,60
488,current,4062.15,2005-07-13,2023-03-18,64
489,savings,7534.59,2021-01-15,2023-01-30,32
490,current,5736.92,2016-06-28,2023-07-21,16
491,current,9656.31,2020-05-19,2023-11-25,44
492,savings,3820.78,2010-02-03,2023-02-19,87
493,savings,524.47,2005-04-24,2023-05-10,90
494,current,5934.12,2012-01-14,2023-01-06,69
495,savings,3599.35,2008-05-29,2023-03-16,61
496,savings,3492.47,2019-03-18,2023-12-12,71
497,current,5688.74,2009-07-31,2023-12-14,34
498,current,9225.63,2011-08-24,2023-11-29,74
499,savings,2742.89,2021-05-27,2023-06-15,86
500,current,3857.97,2016-06-30,2023-11-28,21
501,savings,8923.37,2020-09-28,2023-12-05,19
502,savings,8962.67,2018-02-02,2023-10-01,52
503,savings,2422.43,2021-03-24,2023-06-05,42
504,savings,7092.67,2019-03-24,2023-09-25,39
505,savings,4214.05,2011-04-02,2023-11-04,45
506,current,9366.41,2008-12-11,2023-07-24,89
507,current,7349.23,2019-05-13,2023-09-01,13
508,current,4994.1,2014-05-21,2023-03-28,43
509,current,8192.37,2011-07-05,2023-04-10,83
510,savings,9979.0,2016-02-16,2023-07-05,71
511,savings,4525.73,2012-12-09,2023-08-10,95
512,savings,3797.77,2017-03-29,2023-10-05,66
513,savings,6109.66,2012-02-29,2023-12-24,45
514,savings,6862.52,2002-11-14,2023-06-22,4
515,current,7074.04,2005-05-13,2023-11-14,1
516,current,4788.47,2010-02-15,2023-02-11,60
517,savings,3389.7,2015-07-16,2023-03-08,50
518,savings,8237.05,2021-08-09,2023-07-11,87
519,current,9586.78,2004-01-18,2023-05-23,47
520,current,8653.42,2004-12-25,2023-06-03,17
521,savings,6855.31,2010-10-05,2023-04-04,86
522,current,3665.49,2014-09-09,2023-07-16,35
523,savings,6262.58,2018-01-29,2023-04-05,8
524,savings,1101.48,2015-11-04,2023-09-06,56
525,current,5385.74,2010-02-18,2023-01-22,60
526,savings,7834.05,2010-09-14,2023-02-23,55
527,current,2585.49,2022-12-31,2023-05-05,7
528,savings,5065.19,2005-02-27,2023-11-10,65
529,savings,825.42,2012-04-29,2023-07-26,25
530,savings,8401.12,2005-10-29,2023-06-30,24
531,current,3567.3,2020-07-11,2023-12-21,97
532,savings,5863.86,2022-09-20,2023-10-02,75
533,current,3847.49,2011-01-12,2023-06-11,96
534,current,6016.24,2003-11-26,2023-10-05,93
535,savings,7467.56,2012-08-10,2023-05-21,65
536,savings,3335.46,2005-10-30,2023-05-03,47
537,savings,5240.69,2011-02-08,2023-07-11,8
538,savings,7969.26,2000-08-28,2023-02-25,45
539,savings,6909.73,2022-11-17,2023-10-25,29
540,savings,665.02,2004-02-05,2023-09-04,31
541,current,5730.71,2000-10-30,2023-11-18,57
542,current,3825.7,2013-01-26,2023-07-10,99
543,current,7116.92,2002-06-30,2023-06-19,7
544,savings,265.01,2013-12-11,2023-08-07,31
545,savings,3372.91,2016-07-22,2023-02-03,60
546,savings,956.28,2007-07-24,2023-10-12,56
547,current,9212.87,2001-08-28,2023-02-05,32
