customer_id,feedback_id,feedback_date,feedback_type,resolution_status,resolution_date,anomaly
210,210,2023-10-10,Suggestion,Pending,2023-11-20,1
211,211,2023-09-03,Praise,Resolved,2023-08-09,1
212,212,2023-05-11,Suggestion,Resolved,2023-02-16,1
213,213,2023-01-02,Complaint,Resolved,2023-05-26,1
214,214,2023-03-06,Praise,Resolved,2023-06-18,1
215,215,2023-06-12,Complaint,Pending,2023-10-04,1
216,216,2023-07-08,Suggestion,Pending,2023-09-06,1
217,217,2023-09-25,Suggestion,Resolved,2023-03-27,1
218,218,2023-01-28,Praise,Resolved,2023-05-31,1
219,219,2023-09-11,Praise,Pending,2023-05-25,1
220,220,2023-06-28,Complaint,Resolved,2023-11-12,1
221,221,2023-08-03,Complaint,Pending,2023-08-09,1
222,222,2023-04-19,Praise,Pending,2023-08-24,1
223,223,2023-07-13,Praise,Resolved,2023-04-02,1
224,224,2023-02-07,Praise,Pending,2023-03-23,1
225,225,2023-03-13,Suggestion,Resolved,2023-12-03,1
226,226,2023-02-10,Complaint,Pending,2023-11-30,1
227,227,2023-04-17,Suggestion,Resolved,,1
228,228,2023-11-22,Praise,Pending,2023-02-01,1
229,229,2023-07-24,Suggestion,Resolved,2023-07-29,-1
230,230,2023-11-14,Complaint,Pending,2023-11-29,1
231,231,2023-12-01,Praise,Pending,2023-08-09,1
232,232,2023-08-03,Praise,Pending,2023-12-25,1
233,233,2023-03-11,Complaint,Pending,2023-08-06,1
234,234,2023-02-15,Complaint,Pending,2023-03-27,1
235,235,2023-08-20,Suggestion,Resolved,2023-01-31,1
236,236,2023-01-21,Praise,Resolved,,1
237,237,2023-11-09,Complaint,Pending,2023-06-02,1
238,238,2023-10-18,Praise,Pending,2023-05-20,1
239,239,2023-11-10,Suggestion,Pending,2023-06-18,1
240,240,2023-06-05,Complaint,Pending,2023-03-17,1
241,241,2023-07-26,Complaint,Resolved,2023-08-26,1
242,242,2023-10-12,Praise,Resolved,2023-08-24,1
243,243,2023-10-27,Praise,Resolved,2023-03-06,1
244,244,2023-06-21,Complaint,Resolved,2023-09-19,1
245,245,2023-11-27,Complaint,Pending,2023-03-10,1
246,246,2023-11-11,Praise,Resolved,2023-12-05,1
247,247,2023-01-06,Suggestion,Pending,2023-08-27,1
248,248,2023-02-17,Praise,Resolved,,1
249,249,2023-09-29,Praise,Resolved,2023-03-10,1
250,250,2023-07-01,Suggestion,Resolved,2023-01-11,1
251,251,2023-04-08,Suggestion,Resolved,2023-04-18,1
252,252,2023-05-27,Praise,Pending,2023-09-20,1
253,253,2023-04-02,Complaint,Pending,2023-12-28,1
254,254,2023-07-08,Complaint,Pending,2023-04-01,1
255,255,2023-07-27,Suggestion,Resolved,,1
256,256,2023-06-21,Praise,Pending,2023-05-22,1
257,257,2023-10-04,Praise,Pending,2023-12-30,-1
258,258,2023-10-17,Praise,Pending,2023-06-19,1
259,259,2023-02-13,Suggestion,Resolved,2023-02-01,1
260,260,2023-05-30,Suggestion,Resolved,2023-01-17,1
261,261,2023-07-15,Praise,Resolved,2023-10-11,-1
262,262,2023-08-19,Suggestion,Resolved,,1
263,263,2023-12-01,Praise,Resolved,2023-06-02,-1
264,264,2023-02-11,Suggestion,Resolved,2023-03-28,1
265,265,2023-10-13,Complaint,Resolved,2023-10-29,1
266,266,2023-05-23,Complaint,Resolved,2023-11-29,1
267,267,2023-04-19,Complaint,Resolved,2023-05-30,1
268,268,2023-09-16,Suggestion,Pending,2023-01-31,1
269,269,2023-10-08,Complaint,Resolved,2023-11-22,1
270,270,2023-08-18,Complaint,Resolved,2023-02-01,1
271,271,2023-05-30,Complaint,Resolved,2023-07-27,1
272,272,2023-06-05,Praise,Resolved,2023-08-05,1
273,273,2023-01-05,Suggestion,Resolved,2023-08-15,1
274,274,2023-02-16,Complaint,Resolved,2023-12-21,1
275,275,2023-07-23,Praise,Resolved,2023-05-27,1
276,276,2023-11-09,Praise,Pending,2023-02-09,1
277,277,2023-01-02,Complaint,Pending,2023-12-17,1
278,278,2023-11-08,Praise,Resolved,2023-05-04,1
279,279,2023-08-05,Complaint,Pending,2023-02-18,1
280,280,2023-06-30,Suggestion,Resolved,2023-07-02,1
281,281,2023-02-27,Complaint,Resolved,2023-03-21,1
282,282,2023-07-07,Praise,Resolved,2023-12-30,1
283,283,2023-02-10,Complaint,Resolved,2023-02-11,1
284,284,2023-09-20,Suggestion,Pending,2023-06-24,-1
285,285,2023-03-01,Praise,Pending,2023-05-30,1
286,286,2023-12-29,Praise,Pending,2023-06-25,1
287,287,2023-12-29,Complaint,Pending,2023-03-18,1
288,288,2023-08-26,Complaint,Pending,2023-06-11,1
289,289,2023-12-11,Praise,Resolved,2023-02-21,1
290,290,2023-04-27,Praise,Resolved,,1
291,291,2023-12-02,Suggestion,Pending,2023-07-06,1
292,292,2023-09-15,Complaint,Resolved,2023-11-08,1
293,293,2023-03-19,Suggestion,Pending,2023-12-31,1
294,294,2023-09-16,Praise,Resolved,2023-08-05,1
295,295,2023-08-01,Complaint,Pending,2023-08-12,1
296,296,2023-12-29,Praise,Resolved,2023-05-19,1
297,297,2023-09-28,Praise,Pending,2023-02-23,1
298,298,2023-09-29,Praise,Pending,2023-03-28,1
299,299,2023-05-08,Suggestion,Resolved,2023-10-18,1
300,300,2023-04-26,Suggestion,Resolved,2023-10-17,1
301,301,2023-08-14,Praise,Resolved,2023-06-28,1
302,302,2023-06-03,Complaint,Pending,2023-08-13,1
303,303,2023-01-31,Suggestion,Pending,2023-05-01,1
304,304,2023-12-08,Praise,Resolved,2023-06-06,1
305,305,2023-06-26,Praise,Pending,2023-11-29,1
306,306,2023-10-12,Praise,Resolved,2023-10-20,1
307,307,2023-08-08,Praise,Pending,2023-04-16,1
308,308,2023-06-20,Suggestion,Resolved,2023-12-22,1
309,309,2023-06-25,Suggestion,Pending,2023-08-24,1
310,310,2023-10-27,Praise,Resolved,2023-02-13,1
311,311,2023-11-20,Suggestion,Pending,2023-06-14,1
312,312,2023-12-05,Suggestion,Pending,2023-04-10,1
313,313,2023-02-09,Complaint,Resolved,2023-11-12,1
314,314,2023-08-03,Praise,Resolved,,-1
315,315,2023-11-03,Complaint,Resolved,2023-01-10,-1
316,316,2023-03-12,Suggestion,Pending,2023-09-14,1
317,317,2023-11-08,Suggestion,Pending,2023-05-01,1
318,318,2023-12-12,Praise,Resolved,2023-03-26,1
319,319,2023-09-15,Suggestion,Pending,2023-11-06,1
320,320,2023-06-20,Suggestion,Resolved,2023-10-11,1
321,321,2023-12-27,Suggestion,Resolved,,1
322,322,2023-02-10,Praise,Pending,2023-03-06,1
323,323,2023-02-12,Praise,Pending,2023-09-20,1
324,324,2023-02-15,Suggestion,Pending,2023-08-25,1
325,325,2023-08-19,Suggestion,Resolved,2023-01-10,1
326,326,2023-01-05,Suggestion,Pending,2023-05-26,1
327,327,2023-04-16,Complaint,Resolved,2023-09-09,1
328,328,2023-12-10,Suggestion,Pending,2023-12-29,1
329,329,2023-10-29,Praise,Resolved,2023-01-27,1
330,330,2023-02-26,Suggestion,Pending,2023-05-31,1
331,331,2023-07-18,Suggestion,Pending,2023-10-12,1
332,332,2023-07-19,Praise,Pending,2023-05-22,1
333,333,2023-01-23,Complaint,Pending,2023-11-29,1
334,334,2023-01-07,Suggestion,Resolved,2023-08-02,1
335,335,2023-09-19,Praise,Resolved,2023-09-25,1
336,336,2023-03-30,Suggestion,Resolved,2023-11-17,1
337,337,2023-07-12,Suggestion,Pending,2023-02-19,-1
338,338,2023-12-19,Suggestion,Pending,2023-01-23,-1
339,339,2023-06-22,Praise,Resolved,,1
340,340,2023-10-04,Suggestion,Pending,2023-09-09,1
341,341,2023-07-26,Praise,Resolved,2023-06-14,1
342,342,2023-04-12,Suggestion,Pending,2023-11-12,1
343,343,2023-12-08,Praise,Resolved,2023-09-13,1
344,344,2023-06-09,Complaint,Resolved,2023-04-21,1
345,345,2023-07-28,Suggestion,Resolved,2023-06-02,-1
346,346,2023-08-16,Praise,Pending,2023-10-27,1
347,347,2023-09-26,Suggestion,Resolved,2023-11-21,-1
348,348,2023-10-21,Praise,Resolved,2023-07-23,1
349,349,2023-10-27,Praise,Resolved,2023-04-19,1
350,350,2023-08-03,Praise,Resolved,,1
351,351,2023-04-30,Complaint,Resolved,2023-01-11,1
352,352,2023-04-19,Complaint,Resolved,2023-11-13,1
353,353,2023-12-03,Suggestion,Resolved,2023-02-06,1
354,354,2023-03-23,Praise,Resolved,2023-01-14,1
355,355,2023-10-09,Suggestion,Resolved,2023-03-23,1
356,356,2023-11-11,Complaint,Resolved,2023-12-10,-1
357,357,2023-04-20,Suggestion,Resolved,2023-04-27,1
358,358,2023-04-01,Complaint,Resolved,,1
359,359,2023-02-23,Complaint,Resolved,2023-08-16,1
360,360,2023-08-01,Suggestion,Pending,2023-10-07,1
361,361,2023-12-12,Praise,Resolved,2023-07-03,1
362,362,2023-12-11,Praise,Pending,2023-05-11,1
363,363,2023-05-22,Praise,Pending,2023-05-05,1
364,364,2023-05-18,Complaint,Pending,2023-02-19,1
365,365,2023-09-12,Suggestion,Pending,2023-10-02,1
366,366,2023-07-16,Praise,Resolved,2023-05-10,1
367,367,2023-05-27,Complaint,Resolved,,1
368,368,2023-05-25,Praise,Pending,2023-11-30,1
369,369,2023-09-24,Complaint,Resolved,2023-04-04,1
370,370,2023-10-29,Suggestion,Resolved,2023-03-29,1
371,371,2023-04-25,Complaint,Resolved,2023-01-25,1
372,372,2023-02-01,Complaint,Pending,2023-05-04,1
373,373,2023-10-17,Suggestion,Pending,2023-08-02,1
374,374,2023-01-01,Suggestion,Resolved,2023-10-30,1
375,375,2023-04-22,Suggestion,Resolved,2023-08-22,1
376,376,2023-08-02,Complaint,Pending,2023-02-27,1
377,377,2023-03-03,Suggestion,Resolved,2023-03-11,1
378,378,2023-07-22,Complaint,Pending,2023-11-14,1
379,379,2023-04-29,Praise,Pending,2023-12-17,1
380,380,2023-08-23,Praise,Resolved,2023-01-20,1
381,381,2023-12-03,Suggestion,Pending,2023-10-01,1
382,382,2023-07-25,Complaint,Pending,2023-02-08,1
383,383,2023-12-10,Suggestion,Pending,2023-12-15,1
384,384,2023-01-18,Complaint,Pending,2023-10-18,1
385,385,2023-11-19,Praise,Resolved,2023-09-05,1
386,386,2023-11-13,Praise,Pending,2023-10-30,1
387,387,2023-02-27,Suggestion,Resolved,2023-05-11,1
388,388,2023-11-23,Praise,Pending,2023-09-07,1
389,389,2023-01-18,Praise,Resolved,,1
390,390,2023-03-17,Suggestion,Resolved,2023-10-02,1
391,391,2023-08-06,Suggestion,Resolved,2023-08-31,1
392,392,2023-07-03,Praise,Resolved,2023-01-14,1
393,393,2023-10-26,Praise,Pending,2023-07-09,1
394,394,2023-02-18,Suggestion,Resolved,,1
395,395,2023-11-15,Complaint,Pending,2023-11-14,1
396,396,2023-09-21,Suggestion,Resolved,2023-12-23,1
397,397,2023-09-01,Suggestion,Resolved,2023-01-07,1
398,398,2023-10-01,Suggestion,Pending,2023-04-17,1
399,399,2023-04-15,Suggestion,Pending,2023-11-28,1
400,400,2023-01-07,Complaint,Pending,2023-01-24,1
401,401,2023-05-23,Praise,Pending,2023-07-06,1
402,402,2023-10-22,Complaint,Resolved,2023-04-15,1
403,403,2023-09-03,Suggestion,Pending,2023-08-19,-1
404,404,2023-11-10,Suggestion,Resolved,2023-06-03,1
405,405,2023-06-13,Complaint,Resolved,2023-11-16,1
406,406,2023-12-28,Complaint,Pending,2023-11-24,1
407,407,2023-01-02,Praise,Pending,2023-06-21,1
408,408,2023-12-11,Complaint,Pending,2023-02-02,1
409,409,2023-07-16,Complaint,Resolved,2023-05-10,1
410,410,2023-04-26,Complaint,Pending,2023-06-16,1
411,411,2023-03-08,Suggestion,Resolved,2023-10-30,1
412,412,2023-08-08,Suggestion,Resolved,2023-04-24,1
413,413,2023-05-17,Suggestion,Resolved,2023-02-19,1
414,414,2023-07-07,Praise,Pending,2023-04-12,1
415,415,2023-09-09,Praise,Resolved,,1
416,416,2023-05-10,Praise,Pending,2023-10-12,1
417,417,2023-03-27,Suggestion,Resolved,,1
418,418,2023-07-14,Complaint,Pending,2023-03-27,1
419,419,2023-10-14,Praise,Resolved,2023-01-15,1
420,420,2023-04-18,Praise,Resolved,,1
421,421,2023-12-11,Complaint,Resolved,2023-02-09,1
422,422,2023-05-11,Complaint,Pending,2023-06-27,1
423,423,2023-08-21,Suggestion,Pending,2023-02-05,1
424,424,2023-01-27,Complaint,Pending,2023-10-18,1
425,425,2023-04-11,Praise,Pending,2023-04-05,1
426,426,2023-01-19,Praise,Pending,2023-12-04,1
427,427,2023-10-20,Suggestion,Pending,2023-06-08,1
428,428,2023-02-22,Suggestion,Pending,2023-03-16,1
429,429,2023-06-15,Complaint,Resolved,2023-09-18,1
430,430,2023-08-10,Suggestion,Pending,2023-06-14,1
431,431,2023-09-22,Praise,Resolved,2023-05-28,1
432,432,2023-12-23,Suggestion,Resolved,2023-01-06,1
433,433,2023-01-26,Suggestion,Resolved,2023-11-11,1
434,434,2023-08-29,Suggestion,Pending,2023-12-01,1
435,435,2023-12-05,Suggestion,Pending,2023-10-21,1
436,436,2023-06-18,Complaint,Pending,2023-09-12,1
437,437,2023-08-04,Complaint,Resolved,2023-07-24,1
438,438,2023-03-11,Complaint,Resolved,2023-11-08,1
439,439,2023-10-03,Praise,Pending,2023-09-27,1
440,440,2023-04-22,Praise,Resolved,2023-09-02,1
441,441,2023-04-02,Suggestion,Resolved,2023-03-26,1
442,442,2023-10-29,Praise,Pending,2023-08-23,1
443,443,2023-09-07,Suggestion,Pending,2023-04-04,1
444,444,2023-03-31,Suggestion,Pending,2023-05-14,1
445,445,2023-12-17,Suggestion,Resolved,2023-08-16,1
446,446,2023-08-19,Praise,Resolved,2023-09-09,1
447,447,2023-02-25,Praise,Resolved,2023-02-04,1
448,448,2023-05-24,Suggestion,Resolved,2023-04-08,1
449,449,2023-04-04,Complaint,Pending,2023-06-17,1
450,450,2023-04-13,Complaint,Pending,2023-04-10,1
451,451,2023-12-07,Suggestion,Resolved,2023-05-02,1
452,452,2023-08-03,Suggestion,Pending,2023-10-12,1
453,453,2023-09-07,Complaint,Pending,2023-11-19,1
454,454,2023-02-23,Complaint,Resolved,2023-11-21,1
455,455,2023-02-20,Praise,Resolved,2023-06-13,1
456,456,2023-03-27,Complaint,Resolved,2023-10-19,1
457,457,2023-04-27,Suggestion,Resolved,2023-01-15,1
458,458,2023-07-11,Complaint,Resolved,2023-05-15,1
459,459,2023-01-14,Complaint,Resolved,2023-12-05,-1
460,460,2023-11-16,Praise,Pending,2023-07-22,-1
461,461,2023-07-29,Praise,Pending,2023-10-02,1
462,462,2023-01-08,Complaint,Resolved,,1
463,463,2023-06-28,Praise,Resolved,2023-04-19,1
464,464,2023-07-23,Complaint,Resolved,2023-08-02,1
465,465,2023-05-14,Praise,Pending,2023-12-19,1
466,466,2023-10-01,Suggestion,Resolved,2023-10-04,1
467,467,2023-08-21,Suggestion,Pending,2023-07-07,1
468,468,2023-10-24,Suggestion,Resolved,2023-10-09,1
469,469,2023-03-10,Complaint,Resolved,2023-04-30,1
470,470,2023-03-21,Suggestion,Resolved,2023-12-29,1
471,471,2023-03-07,Praise,Resolved,2023-06-27,1
472,472,2023-04-09,Complaint,Pending,2023-05-14,1
473,473,2023-10-01,Complaint,Resolved,2023-01-10,1
474,474,2023-10-20,Suggestion,Pending,2023-01-16,1
475,475,2023-01-03,Praise,Pending,2023-06-10,1
