customer_id,feedback_id,feedback_date,feedback_type,resolution_status,resolution_date,anomaly
195,195,8/11/2023,Suggestion,Pending,11/28/2023,1
196,196,7/5/2023,Suggestion,Resolved,4/25/2023,1
197,197,10/21/2023,Complaint,Pending,4/13/2023,1
198,198,9/5/2023,Praise,Resolved,,1
199,199,2/24/2023,Suggestion,Resolved,12/20/2023,1
200,200,8/21/2023,Complaint,Resolved,9/27/2023,1
201,201,12/10/2023,Suggestion,Pending,12/7/2023,1
202,202,7/31/2023,Suggestion,Resolved,5/14/2023,1
203,203,11/17/2023,Praise,Resolved,6/16/2023,-1
204,204,12/1/2023,Suggestion,Resolved,10/3/2023,1
205,205,12/8/2023,Suggestion,Resolved,5/30/2023,1
206,206,12/24/2023,Praise,Resolved,4/14/2023,1
207,207,6/13/2023,Praise,Resolved,7/5/2023,1
208,208,10/14/2023,Suggestion,Resolved,,1
209,209,7/24/2023,Praise,Pending,9/8/2023,1
210,210,10/10/2023,Suggestion,Pending,11/20/2023,1
211,211,9/3/2023,Praise,Resolved,8/9/2023,1
212,212,5/11/2023,Suggestion,Resolved,2/16/2023,1
213,213,1/2/2023,Complaint,Resolved,5/26/2023,1
214,214,3/6/2023,Praise,Resolved,6/18/2023,1
215,215,6/12/2023,Complaint,Pending,10/4/2023,1
216,216,7/8/2023,Suggestion,Pending,9/6/2023,1
217,217,9/25/2023,Suggestion,Resolved,3/27/2023,1
218,218,1/28/2023,Praise,Resolved,5/31/2023,1
219,219,9/11/2023,Praise,Pending,5/25/2023,1
220,220,6/28/2023,Complaint,Resolved,11/12/2023,1
221,221,8/3/2023,Complaint,Pending,8/9/2023,1
222,222,4/19/2023,Praise,Pending,8/24/2023,1
223,223,7/13/2023,Praise,Resolved,4/2/2023,1
224,224,2/7/2023,Praise,Pending,3/23/2023,1
225,225,3/13/2023,Suggestion,Resolved,12/3/2023,1
226,226,2/10/2023,Complaint,Pending,11/30/2023,1
227,227,4/17/2023,Suggestion,Resolved,,1
228,228,11/22/2023,Praise,Pending,2/1/2023,1
229,229,7/24/2023,Suggestion,Resolved,7/29/2023,-1
230,230,11/14/2023,Complaint,Pending,11/29/2023,1
231,231,12/1/2023,Praise,Pending,8/9/2023,1
232,232,8/3/2023,Praise,Pending,12/25/2023,1
233,233,3/11/2023,Complaint,Pending,8/6/2023,1
234,234,2/15/2023,Complaint,Pending,3/27/2023,1
235,235,8/20/2023,Suggestion,Resolved,1/31/2023,1
236,236,1/21/2023,Praise,Resolved,,1
237,237,11/9/2023,Complaint,Pending,6/2/2023,1
238,238,10/18/2023,Praise,Pending,5/20/2023,1
239,239,11/10/2023,Suggestion,Pending,6/18/2023,1
240,240,6/5/2023,Complaint,Pending,3/17/2023,1
241,241,7/26/2023,Complaint,Resolved,8/26/2023,1
242,242,10/12/2023,Praise,Resolved,8/24/2023,1
243,243,10/27/2023,Praise,Resolved,3/6/2023,1
244,244,6/21/2023,Complaint,Resolved,9/19/2023,1
245,245,11/27/2023,Complaint,Pending,3/10/2023,1
246,246,11/11/2023,Praise,Resolved,12/5/2023,1
247,247,1/6/2023,Suggestion,Pending,8/27/2023,1
248,248,2/17/2023,Praise,Resolved,,1
249,249,9/29/2023,Praise,Resolved,3/10/2023,1
250,250,7/1/2023,Suggestion,Resolved,1/11/2023,1
251,251,4/8/2023,Suggestion,Resolved,4/18/2023,1
252,252,5/27/2023,Praise,Pending,9/20/2023,1
253,253,4/2/2023,Complaint,Pending,12/28/2023,1
254,254,7/8/2023,Complaint,Pending,4/1/2023,1
255,255,7/27/2023,Suggestion,Resolved,,1
256,256,6/21/2023,Praise,Pending,5/22/2023,1
257,257,10/4/2023,Praise,Pending,12/30/2023,-1
258,258,10/17/2023,Praise,Pending,6/19/2023,1
259,259,2/13/2023,Suggestion,Resolved,2/1/2023,1
260,260,5/30/2023,Suggestion,Resolved,1/17/2023,1
261,261,7/15/2023,Praise,Resolved,10/11/2023,-1
262,262,8/19/2023,Suggestion,Resolved,,1
263,263,12/1/2023,Praise,Resolved,6/2/2023,-1
264,264,2/11/2023,Suggestion,Resolved,3/28/2023,1
265,265,10/13/2023,Complaint,Resolved,10/29/2023,1
266,266,5/23/2023,Complaint,Resolved,11/29/2023,1
267,267,4/19/2023,Complaint,Resolved,5/30/2023,1
268,268,9/16/2023,Suggestion,Pending,1/31/2023,1
269,269,10/8/2023,Complaint,Resolved,11/22/2023,1
270,270,8/18/2023,Complaint,Resolved,2/1/2023,1
271,271,5/30/2023,Complaint,Resolved,7/27/2023,1
272,272,6/5/2023,Praise,Resolved,8/5/2023,1
273,273,1/5/2023,Suggestion,Resolved,8/15/2023,1
274,274,2/16/2023,Complaint,Resolved,12/21/2023,1
275,275,7/23/2023,Praise,Resolved,5/27/2023,1
276,276,11/9/2023,Praise,Pending,2/9/2023,1
277,277,1/2/2023,Complaint,Pending,12/17/2023,1
278,278,11/8/2023,Praise,Resolved,5/4/2023,1
279,279,8/5/2023,Complaint,Pending,2/18/2023,1
280,280,6/30/2023,Suggestion,Resolved,7/2/2023,1
281,281,2/27/2023,Complaint,Resolved,3/21/2023,1
282,282,7/7/2023,Praise,Resolved,12/30/2023,1
283,283,2/10/2023,Complaint,Resolved,2/11/2023,1
284,284,9/20/2023,Suggestion,Pending,6/24/2023,-1
285,285,3/1/2023,Praise,Pending,5/30/2023,1
286,286,12/29/2023,Praise,Pending,6/25/2023,1
287,287,12/29/2023,Complaint,Pending,3/18/2023,1
288,288,8/26/2023,Complaint,Pending,6/11/2023,1
289,289,12/11/2023,Praise,Resolved,2/21/2023,1
290,290,4/27/2023,Praise,Resolved,,1
291,291,12/2/2023,Suggestion,Pending,7/6/2023,1
292,292,9/15/2023,Complaint,Resolved,11/8/2023,1
293,293,3/19/2023,Suggestion,Pending,12/31/2023,1
294,294,9/16/2023,Praise,Resolved,8/5/2023,1
295,295,8/1/2023,Complaint,Pending,8/12/2023,1
296,296,12/29/2023,Praise,Resolved,5/19/2023,1
297,297,9/28/2023,Praise,Pending,2/23/2023,1
298,298,9/29/2023,Praise,Pending,3/28/2023,1
299,299,5/8/2023,Suggestion,Resolved,10/18/2023,1
300,300,4/26/2023,Suggestion,Resolved,10/17/2023,1
301,301,8/14/2023,Praise,Resolved,6/28/2023,1
302,302,6/3/2023,Complaint,Pending,8/13/2023,1
303,303,1/31/2023,Suggestion,Pending,5/1/2023,1
304,304,12/8/2023,Praise,Resolved,6/6/2023,1
305,305,6/26/2023,Praise,Pending,11/29/2023,1
306,306,10/12/2023,Praise,Resolved,10/20/2023,1
307,307,8/8/2023,Praise,Pending,4/16/2023,1
308,308,6/20/2023,Suggestion,Resolved,12/22/2023,1
309,309,6/25/2023,Suggestion,Pending,8/24/2023,1
310,310,10/27/2023,Praise,Resolved,2/13/2023,1
311,311,11/20/2023,Suggestion,Pending,6/14/2023,1
312,312,12/5/2023,Suggestion,Pending,4/10/2023,1
313,313,2/9/2023,Complaint,Resolved,11/12/2023,1
314,314,8/3/2023,Praise,Resolved,,-1
315,315,11/3/2023,Complaint,Resolved,1/10/2023,-1
316,316,3/12/2023,Suggestion,Pending,9/14/2023,1
317,317,11/8/2023,Suggestion,Pending,5/1/2023,1
318,318,12/12/2023,Praise,Resolved,3/26/2023,1
319,319,9/15/2023,Suggestion,Pending,11/6/2023,1
320,320,6/20/2023,Suggestion,Resolved,10/11/2023,1
321,321,12/27/2023,Suggestion,Resolved,,1
322,322,2/10/2023,Praise,Pending,3/6/2023,1
323,323,2/12/2023,Praise,Pending,9/20/2023,1
324,324,2/15/2023,Suggestion,Pending,8/25/2023,1
325,325,8/19/2023,Suggestion,Resolved,1/10/2023,1
326,326,1/5/2023,Suggestion,Pending,5/26/2023,1
327,327,4/16/2023,Complaint,Resolved,9/9/2023,1
328,328,12/10/2023,Suggestion,Pending,12/29/2023,1
329,329,10/29/2023,Praise,Resolved,1/27/2023,1
330,330,2/26/2023,Suggestion,Pending,5/31/2023,1
331,331,7/18/2023,Suggestion,Pending,10/12/2023,1
332,332,7/19/2023,Praise,Pending,5/22/2023,1
333,333,1/23/2023,Complaint,Pending,11/29/2023,1
334,334,1/7/2023,Suggestion,Resolved,8/2/2023,1
335,335,9/19/2023,Praise,Resolved,9/25/2023,1
336,336,3/30/2023,Suggestion,Resolved,11/17/2023,1
337,337,7/12/2023,Suggestion,Pending,2/19/2023,-1
338,338,12/19/2023,Suggestion,Pending,1/23/2023,-1
339,339,6/22/2023,Praise,Resolved,,1
340,340,10/4/2023,Suggestion,Pending,9/9/2023,1
341,341,7/26/2023,Praise,Resolved,6/14/2023,1
342,342,4/12/2023,Suggestion,Pending,11/12/2023,1
343,343,12/8/2023,Praise,Resolved,9/13/2023,1
344,344,6/9/2023,Complaint,Resolved,4/21/2023,1
345,345,7/28/2023,Suggestion,Resolved,6/2/2023,-1
346,346,8/16/2023,Praise,Pending,10/27/2023,1
347,347,9/26/2023,Suggestion,Resolved,11/21/2023,-1
348,348,10/21/2023,Praise,Resolved,7/23/2023,1
349,349,10/27/2023,Praise,Resolved,4/19/2023,1
350,350,8/3/2023,Praise,Resolved,,1
351,351,4/30/2023,Complaint,Resolved,1/11/2023,1
352,352,4/19/2023,Complaint,Resolved,11/13/2023,1
353,353,12/3/2023,Suggestion,Resolved,2/6/2023,1
354,354,3/23/2023,Praise,Resolved,1/14/2023,1
355,355,10/9/2023,Suggestion,Resolved,3/23/2023,1
356,356,11/11/2023,Complaint,Resolved,12/10/2023,-1
357,357,4/20/2023,Suggestion,Resolved,4/27/2023,1
358,358,4/1/2023,Complaint,Resolved,,1
359,359,2/23/2023,Complaint,Resolved,8/16/2023,1
360,360,8/1/2023,Suggestion,Pending,10/7/2023,1
361,361,12/12/2023,Praise,Resolved,7/3/2023,1
362,362,12/11/2023,Praise,Pending,5/11/2023,1
363,363,5/22/2023,Praise,Pending,5/5/2023,1
364,364,5/18/2023,Complaint,Pending,2/19/2023,1
365,365,9/12/2023,Suggestion,Pending,10/2/2023,1
366,366,7/16/2023,Praise,Resolved,5/10/2023,1
367,367,5/27/2023,Complaint,Resolved,,1
368,368,5/25/2023,Praise,Pending,11/30/2023,1
369,369,9/24/2023,Complaint,Resolved,4/4/2023,1
370,370,10/29/2023,Suggestion,Resolved,3/29/2023,1
371,371,4/25/2023,Complaint,Resolved,1/25/2023,1
372,372,2/1/2023,Complaint,Pending,5/4/2023,1
373,373,10/17/2023,Suggestion,Pending,8/2/2023,1
374,374,1/1/2023,Suggestion,Resolved,10/30/2023,1
375,375,4/22/2023,Suggestion,Resolved,8/22/2023,1
376,376,8/2/2023,Complaint,Pending,2/27/2023,1
377,377,3/3/2023,Suggestion,Resolved,3/11/2023,1
378,378,7/22/2023,Complaint,Pending,11/14/2023,1
379,379,4/29/2023,Praise,Pending,12/17/2023,1
380,380,8/23/2023,Praise,Resolved,1/20/2023,1
381,381,12/3/2023,Suggestion,Pending,10/1/2023,1
382,382,7/25/2023,Complaint,Pending,2/8/2023,1
383,383,12/10/2023,Suggestion,Pending,12/15/2023,1
384,384,1/18/2023,Complaint,Pending,10/18/2023,1
385,385,11/19/2023,Praise,Resolved,9/5/2023,1
386,386,11/13/2023,Praise,Pending,10/30/2023,1
387,387,2/27/2023,Suggestion,Resolved,5/11/2023,1
388,388,11/23/2023,Praise,Pending,9/7/2023,1
389,389,1/18/2023,Praise,Resolved,,1
390,390,3/17/2023,Suggestion,Resolved,10/2/2023,1
391,391,8/6/2023,Suggestion,Resolved,8/31/2023,1
392,392,7/3/2023,Praise,Resolved,1/14/2023,1
393,393,10/26/2023,Praise,Pending,7/9/2023,1
394,394,2/18/2023,Suggestion,Resolved,,1
395,395,11/15/2023,Complaint,Pending,11/14/2023,1
396,396,9/21/2023,Suggestion,Resolved,12/23/2023,1
397,397,9/1/2023,Suggestion,Resolved,1/7/2023,1
398,398,10/1/2023,Suggestion,Pending,4/17/2023,1
399,399,4/15/2023,Suggestion,Pending,11/28/2023,1
400,400,1/7/2023,Complaint,Pending,1/24/2023,1
401,401,5/23/2023,Praise,Pending,7/6/2023,1
402,402,10/22/2023,Complaint,Resolved,4/15/2023,1
403,403,9/3/2023,Suggestion,Pending,8/19/2023,-1
404,404,11/10/2023,Suggestion,Resolved,6/3/2023,1
405,405,6/13/2023,Complaint,Resolved,11/16/2023,1
406,406,12/28/2023,Complaint,Pending,11/24/2023,1
407,407,1/2/2023,Praise,Pending,6/21/2023,1
408,408,12/11/2023,Complaint,Pending,2/2/2023,1
409,409,7/16/2023,Complaint,Resolved,5/10/2023,1
410,410,4/26/2023,Complaint,Pending,6/16/2023,1
411,411,3/8/2023,Suggestion,Resolved,10/30/2023,1
412,412,8/8/2023,Suggestion,Resolved,4/24/2023,1
413,413,5/17/2023,Suggestion,Resolved,2/19/2023,1
414,414,7/7/2023,Praise,Pending,4/12/2023,1
415,415,9/9/2023,Praise,Resolved,,1
416,416,5/10/2023,Praise,Pending,10/12/2023,1
417,417,3/27/2023,Suggestion,Resolved,,1
418,418,7/14/2023,Complaint,Pending,3/27/2023,1
419,419,10/14/2023,Praise,Resolved,1/15/2023,1
420,420,4/18/2023,Praise,Resolved,,1
421,421,12/11/2023,Complaint,Resolved,2/9/2023,1
422,422,5/11/2023,Complaint,Pending,6/27/2023,1
423,423,8/21/2023,Suggestion,Pending,2/5/2023,1
424,424,1/27/2023,Complaint,Pending,10/18/2023,1
425,425,4/11/2023,Praise,Pending,4/5/2023,1
426,426,1/19/2023,Praise,Pending,12/4/2023,1
427,427,10/20/2023,Suggestion,Pending,6/8/2023,1
428,428,2/22/2023,Suggestion,Pending,3/16/2023,1
429,429,6/15/2023,Complaint,Resolved,9/18/2023,1
430,430,8/10/2023,Suggestion,Pending,6/14/2023,1
431,431,9/22/2023,Praise,Resolved,5/28/2023,1
432,432,12/23/2023,Suggestion,Resolved,1/6/2023,1
433,433,1/26/2023,Suggestion,Resolved,11/11/2023,1
434,434,8/29/2023,Suggestion,Pending,12/1/2023,1
435,435,12/5/2023,Suggestion,Pending,10/21/2023,1
436,436,6/18/2023,Complaint,Pending,9/12/2023,1
437,437,8/4/2023,Complaint,Resolved,7/24/2023,1
438,438,3/11/2023,Complaint,Resolved,11/8/2023,1
439,439,10/3/2023,Praise,Pending,9/27/2023,1
440,440,4/22/2023,Praise,Resolved,9/2/2023,1
441,441,4/2/2023,Suggestion,Resolved,3/26/2023,1
442,442,10/29/2023,Praise,Pending,8/23/2023,1
443,443,9/7/2023,Suggestion,Pending,4/4/2023,1
444,444,3/31/2023,Suggestion,Pending,5/14/2023,1
445,445,12/17/2023,Suggestion,Resolved,8/16/2023,1
446,446,8/19/2023,Praise,Resolved,9/9/2023,1
447,447,2/25/2023,Praise,Resolved,2/4/2023,1
448,448,5/24/2023,Suggestion,Resolved,4/8/2023,1
449,449,4/4/2023,Complaint,Pending,6/17/2023,1
450,450,4/13/2023,Complaint,Pending,4/10/2023,1
451,451,12/7/2023,Suggestion,Resolved,5/2/2023,1
452,452,8/3/2023,Suggestion,Pending,10/12/2023,1
453,453,9/7/2023,Complaint,Pending,11/19/2023,1
454,454,2/23/2023,Complaint,Resolved,11/21/2023,1
455,455,2/20/2023,Praise,Resolved,6/13/2023,1
456,456,3/27/2023,Complaint,Resolved,10/19/2023,1
457,457,4/27/2023,Suggestion,Resolved,1/15/2023,1
458,458,7/11/2023,Complaint,Resolved,5/15/2023,1
459,459,1/14/2023,Complaint,Resolved,12/5/2023,-1
460,460,11/16/2023,Praise,Pending,7/22/2023,-1
461,461,7/29/2023,Praise,Pending,10/2/2023,1
462,462,1/8/2023,Complaint,Resolved,,1
463,463,6/28/2023,Praise,Resolved,4/19/2023,1
464,464,7/23/2023,Complaint,Resolved,8/2/2023,1
465,465,5/14/2023,Praise,Pending,12/19/2023,1
466,466,10/1/2023,Suggestion,Resolved,10/4/2023,1
467,467,8/21/2023,Suggestion,Pending,7/7/2023,1
468,468,10/24/2023,Suggestion,Resolved,10/9/2023,1
469,469,3/10/2023,Complaint,Resolved,4/30/2023,1
470,470,3/21/2023,Suggestion,Resolved,12/29/2023,1
471,471,3/7/2023,Praise,Resolved,6/27/2023,1
472,472,4/9/2023,Complaint,Pending,5/14/2023,1
473,473,10/1/2023,Complaint,Resolved,1/10/2023,1
474,474,10/20/2023,Suggestion,Pending,1/16/2023,1
475,475,1/3/2023,Praise,Pending,6/10/2023,1
