customer_id,loan_id,loan_amount,loan_type,interest_rate,loan_term,approval_rejection_date,loan_status
55,55,48439.95,Mortgage,3.72,48,6/4/2020,Approved
56,56,16687.82,Auto,5.12,48,12/25/2022,Approved
57,57,26519.26,Mortgage,3.68,36,2/17/2020,Closed
58,58,21460.86,Personal,7.41,24,2/23/2021,Rejected
59,59,44787.58,Auto,5.88,24,9/28/2022,Rejected
60,60,49991.08,Mortgage,4.66,48,3/29/2021,Closed
61,61,₹4351.01,Auto,2.92,24,10/7/2022,Approved
62,62,36869.53,Mortgage,6.45,36,4/6/2021,Approved
63,63,19031.93,Auto,7.07,48,2/24/2020,Approved
64,64,7814.57,Mortgage,8.06,48,1/7/2021,Rejected
65,65,20866.44,Personal,9.92,48,3/2/2020,Rejected
66,66,49909.18,Mortgage,3.08,36,12/10/2021,APPROVED
67,67,18520.8,Auto,1.14,24,10/23/2021,Approved
68,68,14592.57,Personal,5.5,48,5/6/2021,Approved
69,69,42462.4,Auto,9.32,60,11/14/2022,Approved
70,70,₹43528.96,Auto,3.24,48,3/10/2021,Rejected
71,71,17604.59,Mortgage,7.8,24,4/25/2022,Approved
72,72,15634.98,Personal,3.88,12,1/15/2022,Approved
73,73,32716.79,Mortgage,4.52,12,3/17/2021,Closed
74,74,11053.75,Auto,9.53,12,10/5/2022,Rejected
75,75,24700.58,Personal,5.15,60,8/21/2020,Rejected
76,76,7925.84,Mortgage,7.53,12,3/27/2022,Rejected
77,77,15932.98,Auto,5.95,36,8/8/2020,Rejected
78,78,15576.59,Personal,7.88,36,8/22/2022,Closed
79,79,35050.1,Mortgage,3.86,12,5/5/2022,Closed
80,80,14831.38,Personal,8.89,12,12/12/2022,APPROVED
81,81,45026.29,Personal,5.94,24,9/14/2020,Closed
82,82,₹49169.26,Mortgage,3.78,36,2/22/2022,Approved
83,83,4972.02,Auto,1.34,24,2/24/2021,Approved
84,84,20484.73,Mortgage,1.12,24,11/6/2020,Closed
85,85,15790.21,Mortgage,4.18,12,12/14/2022,APPROVED
86,86,18247.52,Personal,2.94,24,8/3/2020,Rejected
87,87,14002.39,Mortgage,1.47,12,11/24/2021,Approved
88,88,19750.58,Personal,5.98,12,9/8/2020,Approved
89,89,7929.32,Auto,9.9,48,8/30/2020,Approved
90,90,14711.1,Personal,4.8,36,8/19/2020,Approved
91,91,37643.08,Mortgage,5.97,60,1/21/2020,approved
92,92,₹17858.28,Mortgage,2.98,36,7/20/2021,Approved
93,93,11183.91,Mortgage,2.84,60,7/4/2022,Approved
94,94,6313.76,Auto,3.96,48,9/4/2022,Rejected
95,95,18052.2,Mortgage,8.52,48,6/18/2021,Closed
96,96,32527.05,Mortgage,9.65,36,9/5/2022,Rejected
97,97,13411.94,Personal,7.66,48,9/22/2020,Approved
98,98,21699.84,Mortgage,1.19,48,10/18/2022,Approved
99,99,47667.53,Personal,4.95,12,5/12/2021,Rejected
100,100,28065.78,Auto,4.79,48,8/1/2022,Rejected
101,101,27064.99,Mortgage,9.42,24,5/18/2022,APPROVED
102,102,21087.22,Auto,7.71,48,2/3/2020,Rejected
103,103,28285.16,Mortgage,7.43,60,3/20/2021,Approved
104,104,49243.8,Mortgage,6.08,36,12/29/2020,Approved
105,105,13436.54,Mortgage,6.81,60,3/4/2020,Closed
106,106,47154.47,Personal,7.29,12,11/10/2021,Rejected
107,107,8304.48,Personal,5.97,48,12/3/2022,APPROVED
108,108,6444.16,Personal,8.6,24,4/20/2020,Approved
109,109,33078.81,Mortgage,1.33,12,9/1/2022,Closed
110,110,13307.77,Mortgage,9.47,36,7/6/2022,Closed
111,111,22775.22,Mortgage,7.96,48,10/24/2020,Approved
112,112,36753.08,Personal,5.76,36,6/2/2021,Approved
113,113,27207.23,Personal,8.74,12,8/31/2020,Closed
114,114,1673.72,Auto,8.45,24,6/14/2022,Closed
115,115,15986.32,Personal,4.77,36,7/4/2020,Rejected
116,116,4169.65,Auto,8.56,48,11/25/2021,Closed
117,117,46379.61,Auto,2.7,60,3/28/2022,Rejected
118,118,39937.78,Personal,5.22,60,11/16/2021,Closed
119,119,49208.24,Mortgage,3.09,36,6/19/2020,Rejected
120,120,44370.37,Personal,2.12,24,9/28/2021,Closed
121,121,24291.27,Auto,9.05,12,3/8/2021,Approved
122,122,44247.28,Mortgage,4.3,48,4/11/2020,Approved
123,123,33949.49,Personal,7.16,36,5/19/2022,Closed
124,124,26705.38,Mortgage,4.38,48,12/24/2021,Closed
125,125,19161.66,Auto,5.9,24,11/9/2021,Closed
126,126,34367.34,Personal,4.13,60,1/24/2021,Approved
127,127,29916.54,Mortgage,7.68,12,3/19/2020,Closed
128,128,₹31095.06,Auto,8.08,60,3/22/2020,Approved
129,129,20591.74,Personal,4.87,12,8/22/2020,Closed
130,130,37226.44,Personal,8.74,60,7/7/2022,Closed
131,131,4985.8,Mortgage,4.2,36,8/8/2020,Closed
132,132,36581.79,Mortgage,7.86,24,8/4/2020,Approved
133,133,36807.3,Mortgage,6.85,60,12/24/2021,Rejected
134,134,26281.23,Personal,5.1,24,4/13/2020,Closed
135,135,13900.87,Mortgage,9.0,60,12/6/2021,Approved
136,136,26444.55,Mortgage,6.15,48,3/26/2022,Closed
137,137,7031.22,Mortgage,8.56,60,3/8/2021,Approved
138,138,₹14972.04,Personal,7.6,12,11/12/2021,Approved
139,139,21643.69,Personal,5.79,48,9/11/2021,Rejected
140,140,33988.46,Auto,3.94,36,5/1/2022,Closed
141,141,10173.62,Personal,9.56,36,12/1/2021,Closed
142,142,8750.37,Personal,1.51,36,10/8/2020,Approved
143,143,30782.02,Mortgage,9.05,24,2/28/2020,Closed
144,144,34297.73,Mortgage,5.56,36,5/3/2021,approved
145,145,5099.13,Personal,7.74,60,8/2/2020,APPROVED
146,146,2625.0,Personal,4.01,48,4/12/2020,Approved
147,147,8210.34,Mortgage,4.46,12,10/11/2021,approved
148,148,45150.31,Mortgage,2.72,36,4/14/2021,Approved
149,149,33959.29,Mortgage,9.59,12,10/8/2020,Closed
150,150,46130.27,Auto,1.39,24,11/22/2020,Approved
151,151,33571.03,Mortgage,4.48,24,3/20/2021,Approved
152,152,48296.62,Auto,4.01,12,3/21/2021,APPROVED
153,153,22506.43,Personal,8.32,60,1/30/2022,Closed
154,154,30355.85,Mortgage,5.51,12,6/13/2022,approved
155,155,30458.09,Auto,2.52,48,3/3/2021,Approved
156,156,1153.86,Mortgage,5.58,36,7/7/2021,Approved
157,157,2345.27,Mortgage,3.12,60,8/28/2022,Approved
158,158,8118.0,Personal,1.15,12,4/23/2022,APPROVED
159,159,26045.35,Auto,5.9,48,2/23/2021,Rejected
160,160,22095.8,Auto,4.24,12,6/24/2022,Approved
161,161,27447.7,Mortgage,3.15,36,12/22/2020,Closed
162,162,40224.05,Personal,2.55,24,1/18/2022,Closed
163,163,41289.77,Personal,5.08,12,12/28/2020,Rejected
164,164,48873.73,Personal,8.83,48,6/17/2020,Rejected
165,165,28319.84,Mortgage,7.82,12,4/23/2021,Rejected
166,166,18013.56,Personal,1.04,36,5/10/2020,Closed
167,167,16093.36,Personal,7.58,48,9/23/2021,Rejected
168,168,17696.34,Personal,1.65,24,7/13/2021,Closed
169,169,₹16867.65,Auto,5.93,36,6/24/2020,APPROVED
170,170,20253.08,Personal,8.02,12,12/8/2022,Rejected
171,171,4669.19,Personal,5.08,60,2/26/2021,Approved
172,172,32038.19,Mortgage,4.39,12,5/19/2021,Approved
173,173,28834.02,Auto,9.46,24,2/1/2022,Closed
174,174,23636.08,Personal,1.26,12,8/29/2022,Closed
175,175,4974.16,Personal,1.95,60,7/23/2021,Rejected
176,176,₹5567.23,Auto,8.83,24,5/23/2020,Approved
177,177,27710.15,Auto,8.98,24,7/13/2022,Rejected
178,178,2792.44,Personal,4.35,12,12/5/2021,Approved
179,179,36514.66,Auto,5.86,36,8/26/2021,Closed
180,180,49695.13,Personal,2.48,24,10/27/2020,APPROVED
181,181,30272.94,Auto,8.96,48,5/15/2022,Closed
182,182,36448.14,Personal,5.22,24,4/27/2022,Rejected
183,183,22507.86,Auto,6.08,48,1/27/2022,Rejected
184,184,33703.2,Personal,2.06,36,5/7/2022,Closed
185,185,32937.24,Auto,6.53,60,10/4/2020,Closed
186,186,41380.45,Auto,7.26,48,5/5/2022,Rejected
187,187,35855.64,Personal,3.65,48,3/5/2020,Approved
188,188,37703.43,Mortgage,9.07,60,6/16/2022,Rejected
189,189,28275.16,Auto,2.84,24,2/23/2022,Closed
190,190,24741.23,Personal,9.08,48,1/1/2022,Closed
191,191,23477.11,Mortgage,7.33,48,10/9/2022,Rejected
192,192,20208.54,Mortgage,8.48,60,9/16/2022,Closed
193,193,14035.36,Personal,7.29,24,3/25/2022,Rejected
194,194,2632.24,Auto,4.86,12,9/8/2020,Rejected
195,195,₹33883.69,Personal,3.98,48,6/28/2022,Closed
196,196,45147.1,Auto,7.61,36,6/5/2020,Rejected
197,197,46593.64,Mortgage,3.68,60,2/8/2022,Closed
198,198,29447.52,Auto,1.56,48,10/31/2022,Rejected
199,199,5612.69,Personal,3.22,24,6/27/2021,Approved
200,200,44054.55,Personal,7.8,36,1/20/2022,APPROVED
201,201,37639.5,Mortgage,8.14,12,8/7/2021,Closed
202,202,₹13319.14,Personal,3.49,36,9/30/2022,Approved
203,203,40373.7,Auto,3.95,48,12/6/2022,Closed
204,204,24128.39,Personal,5.94,36,2/15/2022,Approved
205,205,44492.06,Personal,3.36,12,4/19/2021,Rejected
206,206,13132.94,Personal,6.46,24,7/4/2020,Approved
207,207,40244.39,Auto,3.54,12,1/7/2022,Closed
208,208,35883.61,Auto,2.09,12,3/5/2021,Rejected
209,209,1707.62,Mortgage,2.39,60,4/14/2020,Approved
210,210,28603.4,Auto,3.25,60,1/4/2022,Approved
211,211,36061.18,Personal,2.51,12,8/24/2020,Rejected
212,212,8664.13,Personal,9.77,36,1/9/2021,Closed
213,213,27063.05,Auto,6.93,36,4/17/2021,Rejected
214,214,15899.82,Auto,2.61,12,5/29/2020,Rejected
215,215,35116.39,Mortgage,4.82,36,4/5/2022,Closed
216,216,27466.85,Auto,3.42,24,6/3/2021,Approved
217,217,31451.44,Mortgage,7.16,36,6/25/2022,Approved
218,218,4554.45,Mortgage,8.81,36,8/8/2020,Rejected
219,219,7751.96,Auto,4.61,12,9/9/2022,Closed
220,220,28052.37,Mortgage,4.86,36,11/9/2022,Approved
221,221,9877.47,Mortgage,4.59,36,1/6/2021,Approved
222,222,25435.87,Personal,5.04,60,6/24/2020,Rejected
223,223,34811.44,Personal,1.32,60,2/15/2020,Rejected
224,224,40678.81,Personal,6.33,36,5/3/2020,Approved
225,225,8007.33,Auto,9.57,36,10/8/2020,Closed
226,226,37352.06,Personal,8.07,12,1/16/2020,Closed
227,227,18796.12,Mortgage,8.75,24,8/22/2021,Rejected
228,228,34267.72,Personal,3.06,60,9/7/2020,APPROVED
229,229,8118.95,Personal,6.46,48,12/16/2022,APPROVED
230,230,26243.58,Auto,9.04,36,8/30/2020,Rejected
231,231,42040.55,Auto,1.62,48,12/1/2022,Approved
232,232,6215.14,Auto,8.9,12,7/19/2021,Approved
233,233,41556.36,Auto,1.58,48,5/5/2022,Rejected
234,234,₹23185.65,Personal,9.85,24,4/7/2021,Closed
235,235,₹41340.31,Mortgage,1.76,24,2/21/2020,Rejected
236,236,47961.0,Mortgage,4.31,12,8/27/2020,Approved
237,237,8822.98,Personal,1.49,60,11/9/2022,Rejected
238,238,34053.91,Mortgage,1.51,36,5/1/2020,Rejected
239,239,12519.73,Mortgage,8.8,48,1/23/2021,Approved
240,240,7642.16,Personal,1.57,12,10/22/2020,Rejected
241,241,31776.05,Auto,8.13,24,3/15/2020,APPROVED
242,242,6291.2,Personal,9.16,24,4/26/2021,Approved
243,243,23793.46,Auto,9.42,12,4/4/2022,Closed
244,244,32161.76,Mortgage,8.78,12,8/25/2022,Rejected
245,245,25481.91,Auto,9.6,12,2/9/2020,approved
246,246,35156.39,Auto,1.47,48,8/16/2022,Closed
247,247,40269.19,Mortgage,9.97,24,11/29/2022,Closed
248,248,43740.07,Auto,1.18,12,5/28/2020,Closed
249,249,28433.74,Mortgage,2.5,36,10/8/2022,APPROVED
250,250,14554.89,Mortgage,1.73,12,12/6/2021,Approved
251,251,25973.43,Personal,7.7,12,9/5/2020,Rejected
252,252,19996.74,Personal,1.78,48,5/21/2020,Closed
253,253,12070.35,Personal,3.63,60,8/29/2022,Closed
254,254,26924.3,Mortgage,6.74,24,9/4/2021,Rejected
255,255,2110.09,Auto,5.48,12,3/9/2022,Closed
256,256,30672.68,Auto,2.23,48,1/29/2020,Closed
257,257,41258.59,Personal,5.69,60,4/3/2021,approved
258,258,49972.35,Personal,4.07,60,8/9/2022,Rejected
259,259,46162.27,Personal,6.27,60,4/21/2020,Approved
260,260,5400.98,Mortgage,5.85,12,6/13/2021,Closed
261,261,8959.04,Mortgage,9.91,12,10/14/2022,Closed
262,262,7793.59,Personal,8.77,48,1/16/2021,Rejected
263,263,28359.23,Mortgage,1.03,24,7/26/2021,Rejected
264,264,3250.86,Personal,2.58,48,8/23/2022,Closed
265,265,46912.64,Auto,9.22,60,4/23/2022,Rejected
266,266,₹4030.0,Mortgage,5.86,36,8/8/2021,Rejected
267,267,20171.28,Mortgage,7.84,24,3/6/2020,Rejected
268,268,44804.52,Mortgage,5.53,48,10/27/2020,Closed
269,269,47470.54,Mortgage,8.07,24,7/25/2022,Closed
270,270,23799.25,Auto,2.19,36,6/6/2020,Approved
271,271,24933.15,Auto,7.64,60,9/13/2022,Approved
272,272,32172.68,Mortgage,8.83,48,4/5/2021,Approved
273,273,20974.3,Auto,3.39,24,2/19/2021,Approved
274,274,16908.4,Personal,4.32,24,4/12/2021,Closed
275,275,37231.92,Auto,6.32,12,6/28/2022,Rejected
276,276,30172.56,Personal,8.81,60,8/11/2021,Closed
277,277,24601.88,Mortgage,9.17,48,1/16/2021,Closed
278,278,5938.58,Personal,5.81,60,12/7/2022,Closed
279,279,4374.22,Personal,6.92,12,7/6/2020,Approved
280,280,26029.95,Auto,8.86,36,10/29/2020,APPROVED
281,281,31352.15,Mortgage,3.08,60,5/17/2020,Rejected
282,282,33218.07,Auto,8.43,12,7/11/2021,Closed
283,283,44849.62,Auto,3.36,36,11/25/2020,Approved
284,284,40995.02,Mortgage,6.23,60,12/3/2020,Closed
285,285,7897.35,Mortgage,9.41,36,11/20/2021,Rejected
286,286,39927.12,Auto,5.6,48,5/31/2022,Rejected
287,287,34138.85,Auto,1.84,24,1/29/2021,Closed
288,288,41573.42,Personal,9.06,36,10/31/2022,Rejected
289,289,42324.38,Personal,6.26,24,6/6/2020,Approved
290,290,17931.1,Auto,1.64,48,11/22/2021,Rejected
291,291,13900.17,Auto,1.09,36,11/4/2022,Closed
292,292,28079.07,Auto,3.35,24,6/23/2021,Rejected
293,293,15631.78,Auto,2.08,36,7/9/2020,Closed
294,294,18134.58,Auto,6.66,12,12/17/2022,Closed
295,295,4388.84,Mortgage,6.37,36,11/15/2021,Approved
296,296,49576.82,Auto,8.57,36,9/7/2020,Closed
297,297,16155.55,Auto,5.62,60,9/8/2022,APPROVED
298,298,₹39223.59,Personal,3.28,60,2/15/2020,Rejected
299,299,49664.76,Mortgage,1.45,48,11/4/2020,Rejected
300,300,₹48487.17,Personal,1.09,48,6/25/2021,Rejected
301,301,32060.27,Auto,9.33,48,1/22/2021,Approved
302,302,27394.41,Auto,2.3,24,10/16/2022,Approved
303,303,16154.55,Auto,5.49,48,7/17/2022,Rejected
304,304,43213.83,Auto,8.15,48,4/6/2021,Approved
305,305,17561.76,Auto,9.36,60,9/24/2021,Rejected
306,306,6229.47,Mortgage,2.82,36,4/5/2022,Approved
307,307,15410.82,Mortgage,3.09,48,12/13/2020,Closed
308,308,16439.77,Mortgage,2.62,48,7/21/2020,Rejected
309,309,36205.78,Mortgage,2.43,36,5/26/2020,Rejected
310,310,9307.56,Mortgage,5.09,60,8/27/2021,Approved
311,311,16526.3,Personal,6.72,60,1/10/2021,Approved
312,312,4752.73,Personal,7.36,36,9/17/2021,Closed
313,313,42571.66,Mortgage,3.94,60,2/13/2020,Approved
314,314,36514.0,Auto,6.61,60,8/17/2020,Rejected
315,315,₹22436.86,Auto,1.02,12,8/7/2021,Closed
316,316,22070.75,Auto,8.99,24,4/14/2022,Rejected
317,317,9152.22,Mortgage,8.83,36,5/15/2020,Approved
318,318,19839.18,Mortgage,5.9,24,3/31/2022,Rejected
319,319,₹45434.43,Auto,3.19,36,1/8/2020,Closed
320,320,7794.24,Personal,9.75,12,1/23/2022,Rejected
321,321,38486.39,Personal,8.3,36,8/11/2020,Approved
322,322,3311.62,Personal,1.15,36,1/14/2021,Rejected
323,323,16272.3,Personal,5.23,36,8/18/2022,Rejected
324,324,42499.94,Auto,1.92,12,5/24/2021,Closed
325,325,22804.2,Personal,2.19,60,7/11/2021,Approved
326,326,35432.01,Mortgage,1.01,48,2/13/2022,Closed
327,327,6073.55,Mortgage,7.19,24,4/25/2022,Closed
328,328,34487.86,Mortgage,3.27,24,12/7/2022,Closed
329,329,41132.01,Personal,3.74,24,3/22/2021,Approved
330,330,40457.05,Mortgage,1.42,48,12/1/2021,Rejected
331,331,22504.62,Mortgage,1.07,60,8/31/2021,Approved
332,332,45302.92,Mortgage,8.13,12,12/16/2021,Rejected
333,333,29173.77,Mortgage,6.95,36,7/25/2020,Closed
334,334,41075.72,Auto,4.44,36,9/21/2020,APPROVED
335,335,11459.51,Personal,1.63,60,3/10/2020,Approved
336,336,11301.79,Personal,7.98,12,7/13/2020,Approved
337,337,37963.75,Personal,9.34,36,5/14/2021,Approved
338,338,32685.12,Auto,5.75,12,8/23/2020,Rejected
339,339,34139.18,Personal,2.25,60,6/28/2022,Rejected
340,340,12591.94,Auto,6.87,60,1/22/2022,Approved
341,341,20581.51,Mortgage,1.64,60,6/9/2021,Approved
342,342,13660.6,Auto,2.49,36,9/9/2022,Rejected
343,343,4338.17,Personal,5.24,12,5/17/2022,Closed
344,344,10993.12,Auto,3.24,24,1/23/2022,Approved
345,345,49763.05,Auto,9.37,24,3/30/2020,Rejected
346,346,12468.06,Mortgage,8.28,36,5/17/2020,Approved
347,347,8805.37,Auto,3.49,48,7/4/2021,Closed
348,348,₹35146.96,Auto,9.67,48,6/13/2021,Closed
349,349,30505.08,Auto,4.4,60,12/29/2022,Closed
350,350,37554.64,Auto,6.12,12,11/20/2020,Rejected
351,351,33029.98,Personal,6.08,24,4/1/2021,Closed
352,352,11926.68,Mortgage,6.85,60,7/3/2020,Approved
353,353,25544.4,Auto,3.19,36,2/16/2020,Closed
354,354,9655.5,Mortgage,9.3,48,8/14/2022,Approved
355,355,₹13423.36,Mortgage,3.39,36,1/26/2021,Approved
356,356,49358.96,Personal,6.98,12,4/2/2021,Approved
357,357,36705.32,Auto,7.89,12,5/24/2022,Approved
358,358,39359.67,Auto,8.93,12,5/2/2021,Approved
359,359,2472.9,Personal,5.11,48,9/13/2022,Closed
360,360,19724.56,Personal,7.41,48,12/8/2020,Rejected
361,361,28207.19,Personal,1.77,60,4/26/2020,Closed
362,362,₹8334.03,Mortgage,8.0,36,5/11/2021,Closed
363,363,42578.77,Auto,7.8,24,10/29/2020,Rejected
364,364,7840.41,Auto,4.7,24,9/20/2021,Closed
365,365,32188.77,Auto,3.82,24,8/1/2022,Rejected
366,366,28106.17,Personal,4.42,48,2/22/2020,Approved
367,367,42616.35,Mortgage,1.82,60,7/27/2020,Closed
368,368,16278.73,Mortgage,6.74,12,5/6/2022,Approved
369,369,14920.1,Personal,9.22,12,10/7/2021,Approved
370,370,42474.24,Auto,6.99,60,7/25/2021,Rejected
371,371,11848.89,Auto,6.22,48,9/15/2022,Closed
372,372,37556.03,Mortgage,9.92,24,9/3/2021,Approved
373,373,10366.15,Mortgage,5.88,36,3/13/2022,Approved
374,374,43909.08,Auto,4.11,48,1/30/2021,APPROVED
375,375,42114.11,Personal,7.34,24,7/29/2022,Rejected
376,376,39585.69,Personal,5.69,12,9/6/2020,Rejected
377,377,25082.09,Mortgage,9.75,60,9/2/2020,Approved
378,378,2658.12,Personal,9.08,60,1/26/2021,Closed
379,379,7490.79,Personal,9.52,24,1/26/2021,Rejected
380,380,23373.65,Auto,1.01,48,2/20/2022,Approved
381,381,3138.73,Auto,4.01,24,7/25/2022,Approved
382,382,4110.15,Personal,6.64,48,3/29/2021,Rejected
383,383,7149.69,Mortgage,3.77,12,5/22/2022,Approved
384,384,13781.49,Auto,6.91,60,2/9/2021,Closed
385,385,37716.82,Auto,7.43,48,8/18/2020,Rejected
386,386,3351.14,Auto,6.61,12,8/19/2020,Rejected
387,387,49198.33,Mortgage,5.12,36,1/9/2021,Closed
388,388,14417.65,Auto,7.27,24,4/10/2021,approved
389,389,₹16689.69,Auto,8.02,48,10/17/2020,Rejected
390,390,13146.36,Personal,7.26,24,1/5/2021,Closed
391,391,30517.15,Mortgage,8.31,24,1/7/2021,Closed
392,392,1951.9,Personal,9.53,60,1/9/2022,Approved
393,393,5584.91,Personal,1.92,24,4/9/2021,Rejected
394,394,5840.09,Personal,9.16,36,12/28/2020,APPROVED
395,395,33562.09,Personal,3.46,60,12/19/2020,Closed
396,396,17146.57,Personal,6.07,24,5/2/2021,Closed
397,397,22437.22,Personal,9.48,36,8/1/2022,Rejected
398,398,47548.69,Auto,6.58,48,8/15/2020,Approved
399,399,10802.1,Mortgage,1.76,12,9/1/2020,Approved
400,400,4439.64,Personal,5.49,36,3/23/2022,Approved
401,401,22629.74,Mortgage,9.05,48,8/30/2021,Closed
402,402,₹9039.59,Mortgage,4.71,48,1/8/2021,Closed
403,403,8088.2,Auto,8.63,48,12/3/2020,Approved
404,404,21096.47,Mortgage,8.15,12,10/15/2020,Rejected
405,405,33812.91,Mortgage,9.16,24,6/10/2021,Closed
406,406,12899.74,Mortgage,3.37,24,8/23/2020,Closed
407,407,43922.23,Mortgage,5.47,24,6/30/2021,Rejected
408,408,18759.95,Auto,4.02,36,2/27/2020,Closed
409,409,46768.36,Auto,5.81,12,3/2/2022,Closed
410,410,25127.37,Personal,1.17,60,6/7/2020,Approved
411,411,36610.16,Mortgage,3.18,12,2/1/2022,Approved
412,412,42601.83,Mortgage,9.77,60,2/1/2020,Rejected
413,413,26956.27,Auto,6.43,48,11/3/2021,Approved
414,414,42665.85,Auto,2.56,24,9/7/2021,Closed
415,415,19521.11,Auto,5.57,60,9/26/2021,Approved
416,416,18806.8,Mortgage,7.28,24,8/15/2020,Approved
417,417,39909.11,Auto,6.43,12,2/3/2022,Closed
418,418,12822.22,Mortgage,5.52,24,2/16/2020,Closed
419,419,36134.89,Auto,7.07,24,1/8/2020,Closed
420,420,4777.26,Mortgage,2.5,36,12/4/2020,Approved
421,421,32145.63,Personal,4.94,60,8/14/2020,Approved
422,422,47153.58,Auto,7.75,36,2/14/2022,Approved
423,423,23366.83,Personal,6.22,12,11/15/2022,Rejected
424,424,21382.29,Auto,9.16,48,3/18/2021,Approved
425,425,27486.5,Auto,4.99,48,12/23/2020,Rejected
426,426,36258.74,Mortgage,2.19,24,9/18/2020,Closed
427,427,18582.98,Personal,1.44,48,4/7/2020,Closed
428,428,1006.37,Mortgage,5.3,36,5/19/2021,Rejected
429,429,25602.15,Mortgage,4.94,24,11/12/2020,Closed
430,430,21544.63,Mortgage,3.31,24,8/30/2020,Closed
431,431,₹27102.45,Mortgage,6.31,60,1/16/2020,Rejected
432,432,36050.3,Auto,3.25,24,6/9/2021,approved
433,433,14886.16,Mortgage,2.95,48,1/25/2021,Approved
434,434,25757.72,Auto,6.6,60,10/13/2020,Approved
435,435,13416.05,Auto,9.5,36,3/18/2021,Rejected
436,436,23507.99,Mortgage,2.82,48,4/8/2021,Rejected
437,437,17882.42,Auto,2.65,48,8/13/2021,Rejected
438,438,19083.02,Personal,5.67,48,2/15/2021,Rejected
439,439,29388.69,Personal,2.07,36,5/24/2021,Rejected
440,440,34790.94,Personal,3.65,60,1/18/2022,Approved
441,441,1620.27,Personal,9.92,60,5/13/2020,Rejected
442,442,43955.42,Auto,8.57,48,9/27/2022,Closed
443,443,18852.44,Auto,7.36,24,11/6/2022,Approved
444,444,32536.91,Personal,1.23,24,4/21/2022,Closed
445,445,6997.23,Personal,3.39,48,1/3/2021,approved
