customer_id,account_type,account_balance,date_of_account_opening,last_transaction_date,branch_id
65,Savings,7501.74,7/17/2009,10/30/2023,23
66,Savings,4583.0,2/11/2020,12/13/2023,89
67,Savings,4599.46,10/4/2016,10/4/2023,49
68,Savings,9959.69,2/6/2022,1/31/2023,90
69,SAVINGS,3799.72,6/19/2013,2/7/2023,21
70,Current,1031.4,5/29/2020,2/8/2023,70
71,Savings,5431.76,4/11/2020,6/13/2023,22
72,Savings,8860.06,12/25/2002,12/22/2023,75
73,saving,5886.75,10/12/2018,9/24/2023,37
74,Current,7951.57,9/29/2010,3/10/2023,30
75,Savings,643.16,9/23/2016,10/17/2023,31
76,Current,6766.61,1/1/2005,8/17/2023,33
77,Savings,884.02,3/21/2019,9/18/2023,76
78,Savings,5607.93,10/15/2013,1/20/2023,27
79,Current,5027.9,11/4/2014,3/4/2023,78
80,Current,9461.48,2/24/2002,10/28/2023,58
81,Current,1411.4,10/6/2018,6/19/2023,1
82,Current,193.96,10/11/2010,1/13/2023,64
83,Savings,1459.81,5/16/2008,5/17/2023,72
84,Current,1789.99,7/6/2015,8/12/2023,72
85,Current,2584.02,1/10/2010,4/4/2023,93
86,Current,8169.38,6/2/2018,6/26/2023,26
87,SAVINGS,3831.12,4/12/2013,12/14/2023,90
88,Current,8423.5,10/19/2015,12/23/2023,49
89,Savings,2792.15,7/2/2021,6/5/2023,84
90,Savings,8619.36,6/22/2022,5/1/2023,44
91,Current,180.1,11/25/2016,6/20/2023,43
92,Savings,9351.9,3/12/2022,7/17/2023,49
93,SAVINGS,7485.89,11/29/2002,6/18/2023,52
94,Savings,4186.03,7/4/2002,6/21/2023,71
95,Savings,5815.62,8/18/2004,6/6/2023,32
96,Current,9336.87,12/24/2016,11/20/2023,55
97,Current,5867.35,3/24/2008,7/29/2023,18
98,Savings,2362.83,12/21/2013,10/8/2023,86
99,Current,5771.45,4/24/2009,7/15/2023,59
100,Current,8727.33,10/15/2004,9/27/2023,29
101,Savings,9875.75,5/5/2020,7/6/2023,32
102,Savings,5882.42,10/9/2003,3/3/2023,54
103,Savings,1640.89,6/30/2021,5/25/2023,84
104,Current,7740.35,6/24/2006,8/14/2023,31
105,Savings,9969.42,3/9/2013,4/27/2023,43
106,Current,4789.0,12/4/2002,7/25/2023,41
107,Savings,₹3898.95,12/3/2021,12/22/2023,8
108,Current,5569.76,8/6/2006,3/7/2023,43
109,Current,1731.19,11/27/2018,10/28/2023,51
110,Savings,9715.71,4/12/2015,11/23/2023,8
111,Savings,8399.51,3/26/2011,1/28/2023,9
112,saving,1218.61,9/22/2014,11/11/2023,78
113,Savings,9456.31,1/22/2017,9/21/2023,46
114,Savings,9433.91,9/11/2012,8/9/2023,33
115,Current,3231.91,1/1/2015,1/10/2023,58
116,SAVINGS,6229.51,11/24/2013,10/4/2023,79
117,Savings,1196.47,1/3/2001,10/18/2023,94
118,Savings,933.49,1/13/2014,1/4/2023,94
119,Savings,5067.77,1/26/2013,6/30/2023,31
120,Savings,591.81,8/30/2006,3/26/2023,69
121,Savings,8761.43,1/30/2013,1/25/2023,83
122,Current,9288.14,1/30/2001,1/20/2023,48
123,Savings,766.33,6/23/2001,7/18/2023,11
124,Current,568.12,4/21/2007,7/18/2023,74
125,Savings,2292.04,3/16/2003,4/6/2023,33
126,Savings,9306.59,7/31/2003,4/6/2023,61
127,Savings,7713.24,6/6/2018,10/5/2023,88
128,Current,6797.33,1/23/2010,2/18/2023,15
129,Savings,7785.84,3/10/2004,3/30/2023,29
130,Current,2074.82,2/6/2004,1/6/2023,27
131,Current,2640.22,6/10/2010,5/26/2023,20
132,Savings,3244.52,7/20/2007,1/12/2023,36
133,Savings,6090.15,10/15/2012,1/28/2023,14
134,Savings,6121.38,9/9/2013,10/2/2023,37
135,Savings,2165.22,6/16/2005,2/12/2023,88
136,Current,4423.6,6/5/2001,4/9/2023,49
137,Current,6931.2,2/23/2008,5/23/2023,36
138,Savings,3165.23,7/7/2020,10/19/2023,58
139,Current,847.22,11/5/2020,4/7/2023,93
140,Savings,2054.16,1/21/2016,3/26/2023,15
141,Current,1730.88,4/4/2013,10/25/2023,39
142,Savings,6356.23,3/2/2003,4/1/2023,5
143,Savings,778.63,5/2/2021,10/28/2023,97
144,Current,8859.02,10/15/2001,1/30/2023,45
145,Current,935.43,2/21/2007,10/22/2023,1
146,Current,6019.31,5/6/2013,6/23/2023,47
147,Savings,9302.37,11/11/2022,7/5/2023,34
148,Current,717.99,6/15/2019,1/30/2023,8
149,saving,3892.74,5/17/2000,9/8/2023,88
150,Savings,3346.66,6/16/2001,4/19/2023,54
151,Savings,3507.67,3/27/2009,8/1/2023,87
152,Savings,6043.08,10/31/2018,8/6/2023,60
153,Current,2694.82,8/11/2008,12/10/2023,77
154,Savings,370.5,4/11/2018,7/1/2023,37
155,Savings,9626.52,5/13/2006,12/8/2023,46
156,Savings,7512.88,7/4/2016,2/6/2023,18
157,Current,1437.76,5/27/2011,12/12/2023,10
158,Current,4606.05,3/21/2003,5/30/2023,68
159,Current,720.95,12/20/2001,4/7/2023,71
160,SAVINGS,375.78,10/11/2009,1/24/2023,86
161,Current,570.37,12/27/2015,11/21/2023,76
162,Current,7582.2,6/28/2000,12/10/2023,24
163,Savings,4504.75,12/27/2020,12/21/2023,47
164,Savings,8459.53,11/7/2004,5/2/2023,37
165,Current,3121.63,1/8/2000,3/27/2023,72
166,Current,7775.69,2/5/2017,6/10/2023,84
167,Savings,₹871.55,10/25/2015,1/17/2023,43
168,Current,6387.57,3/24/2011,9/1/2023,82
169,Savings,3669.96,11/27/2007,9/25/2023,25
170,Savings,2839.58,8/29/2020,10/13/2023,87
171,Savings,8169.58,6/24/2018,8/6/2023,18
172,Savings,614.03,8/14/2021,1/6/2023,51
173,Current,9500.36,4/13/2010,9/24/2023,46
174,Savings,7876.9,8/30/2002,8/23/2023,75
175,saving,3620.53,4/21/2016,5/4/2023,59
176,saving,9914.2,8/7/2018,3/1/2023,39
177,Current,2104.64,6/11/2014,1/10/2023,78
178,Current,4083.9,6/11/2020,1/16/2023,86
179,Savings,8860.31,8/11/2012,3/25/2023,38
180,Savings,9968.39,5/15/2006,6/21/2023,55
181,Savings,2467.22,3/6/2019,5/27/2023,79
182,Current,7456.82,5/31/2009,4/10/2023,5
183,Current,3126.72,6/23/2015,9/28/2023,5
184,Savings,7688.08,4/12/2019,8/3/2023,50
185,Savings,1340.31,9/11/2013,3/26/2023,42
186,Savings,3428.08,9/28/2015,2/8/2023,19
187,Current,842.5,2/16/2005,1/5/2023,34
188,Current,4969.78,1/31/2001,3/27/2023,53
189,Savings,7044.86,6/6/2006,10/14/2023,80
190,Current,3848.3,4/25/2016,7/26/2023,21
191,Current,6185.7,6/27/2009,2/7/2023,45
192,Current,5733.96,11/11/2012,9/13/2023,96
193,Current,₹3016.51,6/11/2018,6/29/2023,60
194,Savings,4919.1,10/21/2011,1/19/2023,53
195,Savings,783.29,10/13/2021,6/12/2023,19
196,Current,4653.14,1/1/2000,7/21/2023,88
197,Current,4636.08,1/7/2020,9/28/2023,35
198,Savings,384.31,9/13/2014,3/29/2023,82
199,Current,5187.35,4/9/2003,6/24/2023,14
200,Current,7403.17,1/4/2003,8/31/2023,86
201,Savings,4577.3,9/21/2009,5/28/2023,94
202,Current,6495.65,1/31/2002,9/22/2023,12
203,Savings,5370.97,11/8/2020,1/5/2023,49
204,Current,7873.27,9/9/2022,5/19/2023,76
205,Current,5193.11,12/19/2014,4/13/2023,94
206,Current,3382.93,10/9/2016,12/13/2023,3
207,Current,8292.93,1/26/2003,9/15/2023,96
208,Current,769.45,2/17/2007,6/29/2023,27
209,Current,2965.62,8/23/2018,9/3/2023,92
210,SAVINGS,5955.7,10/10/2008,5/28/2023,82
211,Current,8574.66,9/24/2012,1/21/2023,25
212,Savings,814.2,8/21/2021,11/3/2023,15
213,Savings,1050.92,1/23/2014,6/7/2023,27
214,SAVINGS,2895.61,5/27/2014,6/25/2023,15
215,Savings,3511.26,9/26/2005,9/14/2023,30
216,Current,₹8451.03,10/13/2007,9/22/2023,75
217,Savings,₹9593.14,5/19/2018,4/23/2023,59
218,Savings,270.56,4/19/2006,6/17/2023,45
219,Current,252.03,9/22/2004,1/21/2023,53
220,saving,8661.62,5/27/2001,3/21/2023,78
221,Current,1442.61,11/12/2018,8/16/2023,45
222,SAVINGS,3459.43,3/6/2002,2/6/2023,92
223,Current,2824.61,7/30/2013,4/1/2023,72
224,Savings,2890.5,12/25/2008,11/23/2023,61
225,Current,3353.06,8/27/2021,6/1/2023,11
226,Current,3426.86,2/10/2016,6/27/2023,78
227,SAVINGS,6239.54,3/17/2008,7/1/2023,51
228,Savings,6324.96,1/21/2002,4/20/2023,86
229,Current,5276.63,8/29/2003,12/26/2023,89
230,SAVINGS,8599.56,2/4/2012,4/19/2023,74
231,Savings,8472.15,5/14/2005,6/5/2023,39
232,Savings,2250.45,9/24/2012,9/17/2023,24
233,saving,5482.03,7/2/2008,3/8/2023,6
234,Savings,7859.99,1/2/2000,9/17/2023,33
235,Savings,8682.06,1/19/2002,9/28/2023,22
236,Current,2626.34,3/9/2021,2/6/2023,60
237,Savings,4991.59,10/19/2007,9/27/2023,20
238,Savings,5297.77,11/10/2020,5/3/2023,11
239,Current,7026.42,11/10/2009,8/12/2023,35
240,Savings,3369.57,9/9/2001,7/14/2023,35
241,Savings,3005.17,8/16/2014,3/23/2023,65
242,Current,7085.42,12/1/2009,2/19/2023,90
243,Current,4053.42,2/3/2012,3/19/2023,78
244,Savings,139.84,1/5/2008,1/25/2023,49
245,Savings,9384.68,5/6/2014,10/22/2023,66
246,Savings,1581.49,7/3/2015,1/26/2023,46
247,Savings,1571.48,1/19/2016,3/1/2023,5
248,Savings,8201.82,10/13/2001,11/4/2023,39
249,Current,3421.48,4/16/2001,3/11/2023,79
250,Savings,3348.94,12/23/2021,6/3/2023,85
251,Savings,6261.71,4/13/2013,2/17/2023,93
252,Current,684.48,8/11/2003,2/23/2023,51
253,Current,2445.92,8/14/2013,4/24/2023,21
254,Savings,627.38,12/26/2012,10/4/2023,38
255,Savings,₹2985.95,4/4/2007,4/20/2023,36
256,Current,8712.31,11/18/2009,3/13/2023,14
257,Savings,9102.39,11/18/2021,1/18/2023,33
258,Current,3163.42,7/25/2000,1/15/2023,23
259,Current,1957.11,5/16/2013,2/11/2023,72
260,Current,₹1439.23,11/10/2008,1/20/2023,84
261,Current,4004.75,5/3/2000,1/16/2023,38
262,Savings,8281.42,6/25/2016,5/15/2023,47
263,Current,8541.37,12/17/2011,8/9/2023,64
264,Savings,554.69,12/19/2000,4/5/2023,47
265,Current,2171.37,11/14/2005,4/3/2023,1
266,Savings,2111.39,12/20/2002,3/22/2023,42
267,Savings,8301.46,1/22/2003,3/19/2023,68
268,Current,4617.29,8/19/2002,12/17/2023,78
269,Savings,3747.11,1/27/2002,5/26/2023,86
270,Savings,9570.4,5/30/2021,11/16/2023,76
271,Savings,₹9261.04,11/23/2004,1/26/2023,25
272,Current,4457.06,8/12/2003,7/16/2023,57
273,SAVINGS,1370.49,11/12/2001,5/24/2023,52
274,Savings,1792.93,9/3/2016,3/18/2023,7
275,Current,1209.63,1/19/2002,11/10/2023,7
276,SAVINGS,₹6836.99,2/22/2022,12/18/2023,56
277,Savings,5591.4,6/4/2006,7/20/2023,39
278,Current,5610.78,12/8/2001,10/30/2023,70
279,Current,1073.94,11/11/2010,11/23/2023,83
280,Current,7953.42,6/8/2007,5/3/2023,58
281,Savings,5402.17,4/6/2019,6/27/2023,23
282,Current,1000.6,5/22/2021,10/29/2023,10
283,Current,7496.59,12/28/2021,1/8/2023,72
284,SAVINGS,9814.85,4/24/2001,1/2/2023,36
285,Savings,4467.69,3/31/2018,5/26/2023,71
286,Current,1244.98,9/28/2019,2/5/2023,3
287,Savings,1103.85,1/24/2003,3/29/2023,72
288,Current,356.21,8/24/2012,4/29/2023,77
289,Savings,7726.94,2/3/2004,2/11/2023,95
290,Current,6970.61,5/23/2007,12/24/2023,13
291,Current,5883.97,7/17/2010,5/19/2023,90
292,Savings,7679.73,10/12/2010,2/28/2023,48
293,Savings,9993.05,8/5/2017,6/29/2023,66
294,Current,4078.29,9/2/2012,7/21/2023,3
295,Current,7087.52,4/12/2022,8/9/2023,63
296,Current,3833.9,11/27/2018,2/18/2023,15
297,Savings,3585.37,8/14/2008,12/26/2023,2
298,Current,8524.11,8/30/2021,8/28/2023,61
299,Current,5790.16,11/5/2015,5/8/2023,59
300,Current,1294.07,4/23/2005,11/26/2023,17
301,Savings,4094.81,1/10/2014,10/13/2023,11
302,Current,7985.89,6/11/2011,1/28/2023,5
303,Savings,9405.98,3/2/2002,4/3/2023,70
304,Savings,6182.84,1/4/2013,6/28/2023,67
305,Current,4002.72,5/15/2011,8/5/2023,23
306,Savings,2594.63,6/23/2004,1/27/2023,96
307,Savings,4278.03,4/23/2012,5/7/2023,63
308,Current,5699.98,8/9/2002,4/8/2023,4
309,Current,143.73,8/23/2016,11/4/2023,29
310,saving,2759.91,6/5/2001,10/27/2023,17
311,Savings,6748.01,8/9/2016,2/17/2023,95
312,Savings,6764.97,5/28/2005,12/20/2023,35
313,SAVINGS,6564.77,7/23/2017,9/29/2023,48
314,Current,9504.43,2/25/2005,7/7/2023,85
315,Savings,5728.6,12/14/2014,10/30/2023,87
316,Current,2770.31,3/15/2017,4/20/2023,48
317,Current,8134.97,12/15/2013,11/27/2023,95
318,Savings,3954.84,7/17/2017,1/15/2023,53
319,Savings,2468.98,6/10/2012,4/12/2023,65
320,Savings,5611.82,3/30/2020,4/4/2023,75
321,saving,2961.44,7/28/2008,7/3/2023,1
322,Savings,4021.98,3/2/2014,8/7/2023,7
323,Current,6962.26,3/19/2011,5/9/2023,77
324,Savings,9959.89,10/31/2011,6/2/2023,84
325,Current,6482.84,2/19/2017,11/16/2023,70
326,Savings,2837.15,12/12/2014,4/2/2023,30
327,Savings,995.61,4/23/2014,2/12/2023,70
328,Current,3683.48,6/9/2015,9/27/2023,98
329,Savings,291.18,4/12/2018,9/5/2023,99
330,Savings,4701.07,9/18/2021,3/9/2023,84
331,Current,6633.84,9/22/2017,9/27/2023,38
332,Savings,5166.78,9/25/2012,7/27/2023,30
333,Savings,8666.29,8/4/2014,8/14/2023,97
334,Current,4991.1,10/29/2021,7/24/2023,54
335,Savings,4677.56,10/11/2006,5/25/2023,88
336,Savings,3165.8,8/2/2008,4/2/2023,95
337,SAVINGS,8392.38,3/28/2018,5/18/2023,16
338,Savings,9045.63,5/30/2006,1/17/2023,16
339,Savings,9781.4,8/8/2000,1/2/2023,27
340,Current,9813.97,12/27/2017,9/7/2023,22
341,Savings,9806.19,6/18/2006,11/17/2023,15
342,Savings,7148.39,12/22/2015,4/29/2023,46
343,Savings,5670.26,4/15/2015,7/16/2023,1
344,Current,1806.21,12/27/2009,12/21/2023,28
345,Savings,7693.93,9/8/2000,8/2/2023,33
346,Savings,7375.31,9/21/2018,4/17/2023,15
347,Current,8439.78,4/28/2014,7/27/2023,95
348,Current,4678.27,11/22/2004,4/27/2023,57
349,Savings,8934.97,10/6/2000,1/9/2023,70
350,Savings,7214.88,1/7/2012,5/22/2023,68
351,Current,1794.14,6/5/2015,11/26/2023,58
352,Current,2148.34,4/12/2017,1/22/2023,20
353,Current,8161.23,10/2/2005,9/29/2023,4
354,Savings,4314.36,12/28/2009,6/18/2023,10
355,saving,2565.23,10/22/2018,7/14/2023,7
356,Savings,4283.51,9/20/2015,4/4/2023,91
357,Savings,1697.64,1/24/2000,7/12/2023,57
358,Savings,8928.19,11/18/2019,12/8/2023,6
359,Current,808.24,10/17/2010,10/15/2023,55
360,Current,3597.09,11/29/2002,6/29/2023,31
361,Current,5613.59,10/19/2006,9/24/2023,64
362,Current,8749.09,2/15/2021,1/20/2023,36
363,SAVINGS,₹7837.33,12/27/2013,12/6/2023,91
364,Savings,321.99,5/19/2003,8/13/2023,13
365,Current,8269.96,11/17/2020,6/18/2023,75
366,Savings,6417.39,4/10/2006,11/19/2023,73
367,Current,1420.15,8/9/2011,2/13/2023,72
368,Savings,6213.03,11/19/2004,7/7/2023,61
369,Savings,8197.15,12/6/2010,4/5/2023,10
370,Current,6060.91,5/25/2012,12/28/2023,66
371,Savings,9991.55,12/29/2009,5/15/2023,24
372,Savings,5119.33,4/7/2020,4/4/2023,99
373,Savings,6764.0,8/11/2007,2/23/2023,34
374,Current,796.7,11/24/2009,3/23/2023,50
375,SAVINGS,8150.66,5/17/2017,9/26/2023,75
376,Savings,6278.62,6/19/2005,10/16/2023,1
377,Savings,5656.3,12/31/2021,5/15/2023,5
378,Current,7117.21,9/22/2016,6/7/2023,27
379,saving,5649.05,4/19/2000,9/24/2023,7
380,Current,7687.87,2/15/2001,11/22/2023,1
381,Current,5876.8,3/11/2000,10/4/2023,32
382,Savings,5248.53,3/16/2010,10/15/2023,17
383,Savings,1436.69,12/18/2001,5/13/2023,18
384,Savings,4771.12,12/29/2014,12/28/2023,68
385,Savings,5428.52,8/27/2018,12/15/2023,49
386,Savings,6283.28,12/19/2001,2/4/2023,13
387,Savings,4613.33,3/7/2021,9/8/2023,69
388,Current,₹1551.77,3/6/2021,2/16/2023,22
389,Savings,1588.59,10/10/2022,9/25/2023,26
390,Savings,7237.78,10/30/2019,10/20/2023,68
391,Current,6648.33,5/14/2006,2/13/2023,87
392,Savings,2669.04,9/1/2006,10/5/2023,5
393,Savings,4513.99,9/19/2007,5/19/2023,9
394,Current,3138.88,6/19/2001,12/9/2023,77
395,Current,1892.13,8/30/2017,11/7/2023,62
396,Savings,3329.02,3/17/2021,8/25/2023,73
397,Current,2700.62,2/28/2014,9/23/2023,68
398,Current,₹916.03,7/22/2009,6/19/2023,90
399,Current,5094.42,8/6/2010,8/4/2023,78
400,Current,4563.75,11/14/2004,4/27/2023,2
401,Savings,7174.62,8/13/2008,8/26/2023,95
402,Current,6241.03,6/24/2002,9/13/2023,50
403,SAVINGS,3499.44,11/1/2005,9/1/2023,51
404,Savings,5013.41,1/8/2019,12/2/2023,90
405,Current,5407.22,8/17/2009,11/28/2023,2
406,Savings,9183.73,2/19/2012,3/29/2023,41
407,Current,9818.77,5/27/2016,8/22/2023,64
408,Current,8173.87,4/10/2000,4/7/2023,44
409,Current,5664.84,8/4/2016,1/18/2023,52
410,Current,9288.26,11/17/2005,4/21/2023,37
411,Savings,1863.32,1/29/2006,7/28/2023,66
412,Savings,6995.31,1/28/2000,12/7/2023,92
413,Current,4658.63,4/14/2013,3/6/2023,56
414,Current,1533.01,2/18/2009,5/3/2023,23
415,Savings,844.58,6/20/2006,8/26/2023,71
416,Savings,4859.34,4/26/2011,12/30/2023,39
417,Current,2465.8,1/24/2010,5/3/2023,86
418,Current,2580.01,7/3/2006,10/14/2023,60
419,Current,3270.15,2/17/2000,8/6/2023,56
420,Savings,7211.81,4/29/2019,8/10/2023,36
421,Current,1724.49,6/11/2022,12/11/2023,1
422,Current,7203.8,2/24/2015,4/23/2023,98
423,Savings,7848.83,10/24/2020,1/18/2023,4
424,saving,5985.35,9/24/2003,8/7/2023,41
425,Current,2550.82,2/22/2009,6/10/2023,99
426,Savings,610.17,3/27/2002,3/11/2023,53
427,Savings,4138.66,1/8/2000,1/7/2023,31
428,Savings,8489.71,5/4/2013,1/1/2023,33
429,Savings,1108.52,12/7/2006,12/24/2023,5
430,SAVINGS,7473.82,7/22/2007,4/9/2023,43
431,Savings,4732.11,11/24/2000,3/28/2023,11
432,saving,8998.45,5/7/2013,3/21/2023,32
433,saving,3626.36,7/13/2006,11/11/2023,1
434,SAVINGS,7077.01,11/24/2010,2/3/2023,43
435,Savings,7427.18,10/2/2006,8/14/2023,6
436,Savings,2067.54,8/4/2014,8/11/2023,92
437,Current,1665.65,4/9/2003,6/29/2023,81
438,Savings,1018.04,4/10/2000,1/8/2023,11
439,SAVINGS,7045.67,9/27/2006,8/31/2023,41
440,Savings,5526.69,5/21/2018,3/29/2023,27
441,Current,958.52,11/18/2000,11/5/2023,61
442,Current,3152.51,6/11/2021,5/23/2023,76
443,Savings,1509.23,12/28/2009,1/28/2023,13
444,Current,1017.54,4/8/2013,5/22/2023,95
445,SAVINGS,3057.83,10/4/2015,3/31/2023,35
446,Savings,1053.33,8/29/2001,7/5/2023,25
447,Current,2675.84,11/14/2011,11/9/2023,94
448,Current,5571.92,4/18/2002,6/29/2023,36
449,Current,5652.95,1/26/2003,2/6/2023,21
450,Current,1763.22,11/9/2010,1/2/2023,55
451,Current,1991.03,2/23/2009,2/3/2023,36
452,Current,₹8564.22,8/29/2003,11/10/2023,28
453,Current,1752.66,6/13/2003,8/14/2023,27
454,Current,552.84,9/10/2019,3/14/2023,12
455,Savings,2523.73,10/6/2001,12/30/2023,74
456,Savings,5806.62,8/19/2001,4/26/2023,26
457,Current,171.52,6/29/2017,4/24/2023,93
458,Current,9851.37,9/11/2007,1/30/2023,45
459,Savings,2380.86,6/2/2012,3/24/2023,6
460,Current,2457.36,7/14/2018,7/27/2023,89
461,Current,7412.31,4/12/2001,4/17/2023,8
462,Current,2556.97,8/18/2007,11/11/2023,75
463,Savings,4021.9,9/9/2007,7/5/2023,17
464,Savings,5484.8,11/7/2015,6/1/2023,38
465,Savings,316.54,7/30/2000,5/30/2023,77
466,Savings,8389.2,2/8/2002,6/9/2023,41
467,Current,5169.3,8/14/2020,3/16/2023,15
468,Current,3197.9,12/2/2008,12/15/2023,83
469,Savings,4057.89,9/16/2000,6/19/2023,83
470,Savings,₹652.66,10/20/2004,7/6/2023,74
471,Savings,7208.01,2/15/2000,12/10/2023,28
472,Current,5441.09,5/26/2002,12/5/2023,25
473,Savings,9148.52,4/29/2022,11/7/2023,79
474,Savings,4695.45,12/27/2007,6/18/2023,35
475,SAVINGS,8301.18,5/9/2005,11/9/2023,80
476,Current,1964.45,3/24/2006,2/22/2023,37
477,saving,659.44,3/6/2021,9/14/2023,27
478,Savings,9489.56,10/5/2004,3/1/2023,5
479,Current,2643.89,7/7/2015,8/10/2023,59
480,Current,8352.48,9/25/2008,3/17/2023,88
481,Savings,2647.6,11/29/2000,2/15/2023,66
482,Current,1642.83,3/10/2004,9/17/2023,99
483,Savings,7352.06,7/9/2001,1/15/2023,57
484,Savings,7806.22,3/16/2013,12/3/2023,61
485,Current,8451.77,1/16/2011,4/26/2023,97
486,Savings,8662.2,3/9/2003,1/12/2023,96
487,Current,4883.0,7/3/2016,1/1/2023,60
488,Current,4062.15,7/13/2005,3/18/2023,64
489,Savings,7534.59,1/15/2021,1/30/2023,32
490,Current,5736.92,6/28/2016,7/21/2023,16
491,Current,9656.31,5/19/2020,11/25/2023,44
492,Savings,3820.78,2/3/2010,2/19/2023,87
493,Savings,524.47,4/24/2005,5/10/2023,90
494,Current,5934.12,1/14/2012,1/6/2023,69
495,Savings,3599.35,5/29/2008,3/16/2023,61
496,Savings,3492.47,3/18/2019,12/12/2023,71
497,Current,5688.74,7/31/2009,12/14/2023,34
498,Current,9225.63,8/24/2011,11/29/2023,74
499,Savings,2742.89,5/27/2021,6/15/2023,86
500,Current,3857.97,6/30/2016,11/28/2023,21
501,Savings,8923.37,9/28/2020,12/5/2023,19
502,Savings,8962.67,2/2/2018,10/1/2023,52
503,Savings,2422.43,3/24/2021,6/5/2023,42
504,Savings,7092.67,3/24/2019,9/25/2023,39
505,saving,4214.05,4/2/2011,11/4/2023,45
506,Current,9366.41,12/11/2008,7/24/2023,89
507,Current,7349.23,5/13/2019,9/1/2023,13
508,Current,4994.1,5/21/2014,3/28/2023,43
509,Current,8192.37,7/5/2011,4/10/2023,83
510,Savings,₹9979.0,2/16/2016,7/5/2023,71
511,Savings,4525.73,12/9/2012,8/10/2023,95
512,saving,3797.77,3/29/2017,10/5/2023,66
513,SAVINGS,₹6109.66,2/29/2012,12/24/2023,45
514,Savings,6862.52,11/14/2002,6/22/2023,4
515,Current,7074.04,5/13/2005,11/14/2023,1
516,Current,4788.47,2/15/2010,2/11/2023,60
517,Savings,3389.7,7/16/2015,3/8/2023,50
518,Savings,8237.05,8/9/2021,7/11/2023,87
519,Current,9586.78,1/18/2004,5/23/2023,47
520,Current,8653.42,12/25/2004,6/3/2023,17
521,Savings,6855.31,10/5/2010,4/4/2023,86
522,Current,3665.49,9/9/2014,7/16/2023,35
